text,target
"They ran it well before she confirmed it, and ran it despite her campaign refusing to commâ€¦ https://t.co/HCAlV56NWU",0
I was planning something in Hollywood on Thursday with my students. A day when there's going to be a sure-bet rainsâ€¦ https://t.co/RFYUKOuCLa,0
"ðŸš¨ Earthquake Alert ðŸš¨

ðŸŒ An earthquake has struck Durgathali Rural Municipality-4 in Bajhang district of Sudurpashchim province. Stay safe and follow local authorities' instructions. #earthquake #safetyfirst #DurgathaliRuralMunicipality4",1
DEA Studio in the forefront to assist families affected by earthquake. DEA studio architecture design engIneering Tirana Albania bashkiatirane erionveliaj edirama earthquake Albania help ,1
We wanted to entertain you all with a good movie on Sankranthi festival. And you gave us a Landslide Victory as returnâ€¦,0
"ðŸ”¥ Forest Fire Alert! ðŸ”¥
ðŸ“ Dhakari Rural Municipality-3, Achham, Sudurpashchim Province
ðŸ“… Incident on: 2022-06-12
Stay safe and follow local authorities' instructions. #ForestFire #SafetyFirst",1
Weâ€™ve been inundated with applicants for her and she is reserved to a wonderful home. Her futuâ€¦ https://t.co/W24YCbBvoS,0
"ðŸš¨ Just in: Earthquake reported in Jugal Rural Municipality-2, Sindhupalchok, Bagmati Province. Stay safe and follow official instructions. ðŸ™ #EarthquakeAlert #StaySafe",1
"ðŸš¨ Urgent Alert ðŸš¨
A devastating landslide has occurred at Paudur Ghumti, Machhapuchchhre Rural Municipality-2, Kaski. Please exercise caution and stay away from the affected area. #Landslide #NepalDisaster #StaySafe",1
"On 2023-07-05, a landslide occurred in Kamerephat of Kamalamai Municipality-5, Sindhuli, Bagmati province. Initial investigations showed that, fortunately, no one was injured due to the hazard. Further assessments to the area are still under going.",1
I followed this post for a while and it took me on a crazy ride. I didnâ€™t know she was the girl who sâ€¦ https://t.co/kNffjxFsUX,0
"On July 15, 2023, a devastating landslide occurred at Seto Pahare, Ward 3 of Gaidakot Municipality in Nawalparasi East, Gandaki Province. It caused several casualties & property damages. Rescue & relief operations were sanctioned immediately. Aid will be provided to the victims affected by this disaster.",1
ISIS strap suicide vests to PUPPIES in horror footage of sick front line bomb tactic https://t.co/6GDq6zQqLr,0
"ðŸš¨ðŸŒŠ Flood Alert ðŸŒŠðŸš¨

ðŸ“ Gokarneshwor Municipality-4, Kathmandu

ðŸ“… Incident on: 8/15/2018

Stay safe, Gokarneshwor! Heavy flooding has hit Ward 4 in Gokarneshwor Municipality, Kathmandu. Please take necessary precautions and stay tuned for updates. Our thoughts are with everyone affected. ðŸ’”ðŸ™

#FloodAlert #StaySafe #GokarneshworMunicipality #Kathmandu #PrayForGokarneshwor",1
Thereâ€™s no harm especially when civilians are not up to the mark. Would you rather these positions remain vacant? ðŸ™„,0
"ðŸš¨ Urgent Alert ðŸš¨
Landslide reported in Gajjar, Ramaroshan Rural Municipality-1, Achham district, Sudurpashchim Province. Stay safe and follow local authorities' instructions. #LandslideAlert #StaySafe #Achham #Sudurpashchim",1
"ðŸš¨ Urgent Update ðŸš¨
An earthquake has struck Pokhara Lekhnath Metropolitan City-24 in Kaski district, Gandaki province. Please stay safe and follow the necessary safety precautions. Our thoughts are with everyone affected by this natural disaster. #Earthquake #StaySafe #PrayersForPokharaLekhnath",1
"With #CCPA now taking effect, many businesses will start to see #data subject requests come into their systems by tâ€¦ https://t.co/POMdK98PW5",0
"The norovirus is like a detox, gets all the crap out the system much like flushing out the central hâ€¦ https://t.co/mwJBxCelyW",0
"A disastrous landslide occurred on 2023-07-01 in Suwachheda of Mahabu Rural Municipality-2, Dailekh district, in Karnali province. Residents have been severely affected, as numerous homes have been damaged and blocked roads are causing important services like power and water shortages.",1
my brother destroyed this guy at DBFZ and just... ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/oDpVfJPE9f,0
Some regions of the world at risk of forest fires may become unsuitable for human habitation https://t.co/dMNoDrcazY,0
Atlantic circulation collapse could cut British crop farming https://t.co/G6x73wc2PC,0
ðŸ”» GDP % at 6 yr low ðŸ”º Inflation at 6 yr high ðŸ”» Nominal GDP% at 45 yr low ðŸ”º Unemployment at 45 yr high ðŸ”º Petrol @ 80 ðŸ”º Oniâ€¦,0
Safe...U mean ...quarantined?ðŸ˜ƒ https://t.co/7IIteSUzsk,0
"ðŸš¨ Flood Alert ðŸš¨
Floods have hit Lalipur in Dhangadhi Submetropolitan City-19, Kailali, Sudurpashchim Province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Dhangadhi #Kailali #Sudurpashchim",1
"Sadly, LOTS of people are fooled. You guys have *got* to find an effective way to counter Rs' hailstorm of excrement.",0
"ðŸš¨ Urgent Alert ðŸš¨
A devastating landslide has occurred at Barha Kilo in Netrawati Dabjong Rural Municipality-1, Dhading. Please stay safe and follow the instructions of local authorities. #Landslide #Emergency #StaySafe",1
"â€œAll countries should treat Taiwan as a partner, not an issue.â€ After being re-elected on Saturday in a landslide, Taiwanesâ€¦",0
"ðŸš¨Flood Alert!ðŸš¨
ðŸŒŠ A devastating flood has hit Aaticharu, Badimalika Municipality-7 in Bajura district, Sudurpashchim province. Stay safe and follow local authorities' instructions. #Floods #StaySafe #Bajura #Badimalika",1
"ðŸš¨ New Update ðŸš¨ 

ðŸŒ Landslide at Yamdi, Pokhara Lekhnath Metropolitan City-1 ðŸŒ

ðŸ“… Incident on: 6/20/2021
ðŸ“ Province: Gandaki
ðŸžï¸ District: Kaski
ðŸ™ï¸ Municipality: Pokhara Lekhnath
ðŸ¢ Ward: 1

Stay safe and stay tuned for more updates! ðŸ™ðŸ¼ #LandslideAlert #SafetyFirst #StayInformed",1
"It had a slightly flattened, lizard-like nose, and a mouth that looked normal until it opened, splitting wide and râ€¦ https://t.co/080l803rqU",0
I told yâ€™all not to type out those words. Prepare for the scamming daddies to flood your dm. - never give out personal iâ€¦,0
"ðŸŒŠ Flood Alert ðŸŒŠ

ðŸ“ Banchere, Babai Rural Municipality-1, Dang, Lumbini ðŸ“

ðŸ“… Incident Date: 7/12/2019

Stay safe and take necessary precautions! ðŸ’™

#FloodAlert #Banchere #Dang #Lumbini #StaySafe #Precautions #NaturalHazard",1
"Maybe a ban wouldnâ€™t be necessary if Muslims stopped flying planes in to buildings, detonating car bombs, shooting upâ€¦",0
"if anyone wants to get me a â€œjust cuzâ€ gift, I wear a â€œstyle M40718 - monogramâ€ in Louis Vuitton cross body bags.",0
"Ah alright, Itâ€™s understandable given the amounts and time he has sunk in to the project.",0
"I'm no expert, Anna. But seems to me we might've had a better chance w/ water bombing aircraft than aâ€¦ https://t.co/lM1hCBaTWR",0
IF ðŸ‘ðŸ¼ YOUR ðŸ‘ðŸ¼ WOMAN ðŸ‘ðŸ¼ LIKES ðŸ‘ðŸ¼ BEING ðŸ‘ðŸ¼ CHOKED ðŸ‘ðŸ¼ DURING ðŸ‘ðŸ¼ SEX ðŸ‘ðŸ¼ YOU'RE ðŸ‘ðŸ¼ SUPPOSED ðŸ‘ðŸ¼ TO ðŸ‘ðŸ¼ SQUEEZE ðŸ‘ðŸ¼ THE ðŸ‘ðŸ¼ SIDES ðŸ‘ðŸ¼ OFâ€¦,0
"For the full experience, start with this one, 1st in the series. Food was running low. To save the young, the governorâ€¦",0
"Poor couple, must be traumatised ðŸ˜‚ðŸ˜‚ðŸ˜‚",0
ARE WE SEEING THIS SOOBIN??? ARE WE SEEING THIS??[*{*{]*{* https://t.co/ssK4lp8ZyL,0
"ðŸš¨ Urgent Alert! ðŸš¨

A devastating landslide has occurred at Thumka, Resunga Municipality-8 in Gulmi district, Lumbini Province. Please stay safe and take necessary precautions. Our thoughts are with the affected community. ðŸ™ #Landslide #StaySafe #Gulmi #ResungaMunicipality",1
"Congratulations to EIT InnoEnergy Master School graduate, Eirik Eide Pettersen who has been listed in MIT's Innovators Unâ€¦",0
"2023-06-21, a landslide occurred in Namsipul, Ward 6 of Ichchhyakamana Rural Municipality in Chitwan, Bagmati Province. No casualties or casualties were reported, however, the incident triggered the fear in the local community.",1
Recover quicker? Phew! Itâ€™s not like bees are important. Itâ€™s not like stacks of foodâ€¦ https://t.co/FEwjc8Wpu3,0
"On 2023-07-01 a landslide occurred at Bhagobari, Rolpa Municipality Ward 10, in Rolpa district, Lumbini province. Local authorities were informed and are investigating the incident.",1
"Retirement, Nah. I'll be damned if I'm 50+ and a Hurricane done blew my rascal and car away. Lol...",0
This week a farmer told us that farrowing crates are needed because pigs otherwise crush their babies Does the below looâ€¦,0
"ðŸš¨ Urgent Alert ðŸš¨

A devastating landslide has occurred at Dumaredanda in Tansen Municipality-8, Palpa District, Lumbini Province. Please exercise caution and stay away from the affected area. Our thoughts are with the residents and authorities during this difficult time. #Landslide #StaySafe #PrayersForPalpa",1
"The Trussell Trust supports more than 1,200 food banks. Last year, it provided food banks in its network with Â£1.3m of fuâ€¦",0
 Albanian earthquake  Albania  Albania  ,1
"ðŸ”¥ Forest Fire Alert! ðŸ”¥

A devastating forest fire broke out at Rupaskada, Jorayal Rural Municipality-2 in Doti district of Sudurpashchim province today. ðŸŒ²ðŸ”¥

Please stay safe and keep away from the affected area. Our thoughts are with the local community and the brave firefighters working hard to control the blaze. ðŸ’ªðŸš’

#ForestFire #Doti #Sudurpashchim #StaySafe",1
"Precisely and once we leave the EU thatâ€™s it, protections gone!! I really really pray I amâ€¦ https://t.co/3Qty06Rnwd",0
"ðŸš¨ Urgent Update ðŸš¨

A devastating landslide has occurred at Gauri Khutta in Chandrakot Rural Municipality-5, Gulmi district, Lumbini province. Our thoughts are with the affected community. Stay tuned for more information and stay safe! ðŸ™ #LandslideAlert #StaySafe #GulmiStrong",1
Have Albanian Government started conducting structural checks of damaged homes yet? To determine if they are safe for people to inhabit? Albania earthquake Albanian earthquake Pray for Albania,1
"Pompeo: ""I was one of I think eight members of Congress who sponsored legislation asking the previous administration to desâ€¦",0
Albania earthquake seismos Albania Albania earthquake Albanian earthquake earthquake in Albania Albanian,1
M2.3 earthquake earthquake strikes 11 km NW of Laç Albania 18 min ago. Effects reported by eyewitnesses,1
"On 2023-06-23, there was a severe landslide in Jyapu of Patan Municipality-8 in Baitadi district of Sudurpashchim province. There is no reported casualties yet. People were evacuated from the danger zone. Relief teams have been sent to help them.",1
FINDING PH ARMYs ðŸ‡µðŸ‡­ FINDING PH ARMYs ðŸ‡µðŸ‡­ FINDING PH ARMYs ðŸ‡µðŸ‡­ FINDING PH ARMYs ðŸ‡µðŸ‡­ FINDING PH ARMYs ðŸ‡µðŸ‡­ FINDING PH ARMYâ€¦,0
"Komal Sharma is so innocent that she's in hiding for 10 days now and the smartest, most professional police force in Indâ€¦",0
In August 2017 the situation for Barca was dire and after Neymar left and Madrid destroyed us in the Supercopa the clubâ€¦,0
"Don, my, what a hypocrite! ""DO NOT KILL YOUR PROTESTERS"" from a man who wants his protesters carrâ€¦ https://t.co/C4yn69qrXn",0
"How , a photographer shooting Australia's wildfires for The Times, captured the devastation in one click.â€¦",1
Deadliest disasters: Earthquakes Floods Forest Fire Volcanic Eruption M0d! &amp; $h,0
"Haitians scramble for shelter from powerful Hurricane Matthew: LES CAYES, Haiti (Reuters) - Haitians living i... http://bit.ly/2doSlsD ",0
"I'm not supporting the colony narrative but it is a bit more complicated than that, there was a smaâ€¦ https://t.co/J8ZYIX9Oyj",0
@WeatherNation Just watched Brandon Clement ride out (up and down a street) Hurricane Harvey's eye wall...THAT WAS INTENSE!,0
I went from like 0-100 on the scale of being able to be in touch with my hidden emotions lately... now I feel like Iâ€™m just anâ€¦,0
"ðŸš¨ Urgent Update ðŸš¨

ðŸ’” Devastating Landslide at Gokuleshwar, Marma Rural Municipality-3 ðŸ’”

ðŸŒ§ï¸ A massive landslide occurred in Gokuleshwar, Darchula, Sudurpashchim Province on 6/18/2021. Our thoughts are with the affected community.

ðŸ†˜ Authorities are working tirelessly to provide immediate assistance and support to the affected families. Let's keep them in our prayers and extend a helping hand if possible.

#LandslideAlert #PrayForGokuleshwar #SupportingTheAffected #StaySafeDarchula",1
"""ðŸš¨ðŸžï¸ ALERT: Landslide reported at Beri, Rolpa Municipality-10 in Rolpa district, Lumbini province on 2023-09-22. Please exercise caution and stay safe! #Landslide #SafetyFirst #Rolpa""",1
Goats for Albanian Earthquake Goats for Albania fuck Islam Albanian Earthquake pray for Albania not,1
"ðŸš¨ Urgent Alert ðŸš¨

ðŸŒŠ Flood at Dhawaha, Butwal Submetropolitan City-12 ðŸŒŠ

ðŸ“… Incident Date: 7/24/2019
ðŸ“ Province: Lumbini
ðŸžï¸ District: Rupandehi
ðŸ¢ Municipality: Butwal
ðŸ˜ï¸ Ward: 12

âš ï¸ Please stay safe and take necessary precautions. We are closely monitoring the situation and will provide updates as soon as possible. #StaySafe #FloodAlert",1
"ðŸ”¥ Forest Fire Alert ðŸ”¥
A devastating forest fire has broken out in Chandeshwori, Molung Rural Municipality-1, Okhaldhunga. Stay safe and follow local authorities' instructions. #ForestFire #Okhaldhunga #StaySafe",1
NWS Alert&gt; Small Stream Flood Advisory for Poor Drainage Areas for N Union County In NE Mississippi. S Tippah Countâ€¦ https://t.co/NzfUgq0Zee,0
"Great hurricane staple to have! It's portable to take. You won't find this in any shelter, folks! You need fuel! #hurricaneirma2017pic.twitter.com/7G7eGB7qwt",0
Update CVE-2019-19781 You can exploit the vulnerability without the file https://t.co/HwA04i1qfJ and only use the file httpsâ€¦,0
"ðŸš¨URGENTðŸš¨

ðŸŒ§ï¸ A devastating landslide has occurred in Takulla, Pachaljharana Rural Municipality-3, Kalikot, Karnali Province. Stay safe and follow local authorities' instructions. ðŸ™

#LandslideAlert #StaySafe #Kalikot #Karnali",1
"Several prominent Iranian state television and radio hosts have quite their jobs, ""saying they could no longer lie for the govâ€¦",0
"Senator, correction... Democrats launched a sophisticated information war to divide our country and dâ€¦ https://t.co/zhmoop9FuF",0
"ðŸš¨ Earthquake Alert ðŸš¨

ðŸŒ Title: Earthquake at Raghuganga Rural Municipality-8 ðŸŒ

ðŸ”´ Incident Date: 4/25/2015 
ðŸ”´ Province: Gandaki 
ðŸ”´ District: Myagdi 
ðŸ”´ Municipality: Raghuganga 
ðŸ”´ Ward: 8 

Stay safe and keep an eye out for updates! ðŸ™ #earthquake #safetyfirst #raghuganga #myagdi",1
Itâ€™s like you all try to one-up each otherâ€™s stupid. You donâ€™t just runâ€¦ https://t.co/5C2MIDkwJl,0
Dems are trying to restrict Pres. Trump's military action with Iran. Let's FLOOD their offices with petition signatures from Paâ€¦,0
"CARS AND COFFEE IS CANCELLED FOR SEPT 9TH 2017
ALTHOUGH OUR EVENT MOTTO IS ""RAIN OR SHINE""..THAT MOTTO DOES NOT INCLUDE HURRICANES
BE SAFE!",0
"ðŸš¨ Urgent Announcement ðŸš¨

Attention residents of Lumbini province! ðŸŒŠ

We regret to inform you that a devastating flood has hit Kapildham in Banganga Municipality-7, Kapilbastu district. Please take necessary precautions and stay safe during this challenging time. ðŸ™

#FloodAlert #StaySafe #KapildhamFlood #BangangaMunicipality7",1
I make bioterrorism sexy. (That one was Dana's idea),0
It's about time Sir Paul B began raising serious points aboutâ€¦ https://t.co/gXNEScaQoW,0
"On July 6th, 2023, a landslide hit Jhimasila in Rolpa Municipality-6, Rolpa district, Lumbini Province. The village was highly impacted by this natural hazard. Local authorities have been providing assistance to those affected.",1
"On 2023-07-01, a landslide occurred in Birauta, Ward 17 of Pokhara Lekhnath Metropolitan City in Kaski District of Gandaki Province. Fortunately, there have been no reported casualties so far.",1
"ðŸŒŠðŸš§ Flood Alert! ðŸš§ðŸŒŠ
Stay safe, everyone! A flood has hit Gumbachok, Shivasataxi Municipality-11 in Jhapa District, Koshi Province. Please take necessary precautions and follow local authorities' instructions. Our thoughts are with the affected community. #FloodAlert #StaySafe #JhapaDistrict #KoshiProvince",1
"Akira Kurosawa's movie, which told conflicting versions of four eyewitness accounts of a murder and rape in 8th century Japan, wonâ€¦",0
"Venice canals almost dry, two months after severe floods https://t.co/Qt0Il9semQ",1
"ðŸš¨ Urgent Alert ðŸš¨

ðŸŒŠ Flood Alert ðŸŒŠ

ðŸ“ Sanibare bazar, Chaudandigadhi Municipality-4

ðŸ“… Incident Date: 7/28/2020

ðŸŒ Province: Koshi

ðŸž District: Udayapur

ðŸ¢ Municipality: Chaudandigadhi

ðŸ˜ Ward: 4

Please stay safe and take necessary precautions. Stay tuned for updates and follow the instructions of local authorities.

#FloodAlert #StaySafe #ChaudandigadhiMunicipality",1
"Thunderlips wants u to listen to her and treat her a an adult when she screams how dare you to us, but when she isâ€¦ https://t.co/usizhamW5A",0
This isnt good. I feel for the people of Puerto Rico https://t.co/gZC7TYroxS,0
see!! If he had puppy ears theyâ€™d be flattened against his head cause of how flustered he is https://t.co/N9dIJmpM0v,0
"ðŸš¨ Urgent Alert ðŸš¨

Flood at Sayalkhola, Aadarsha Rural Municipality-5, Doti District, Sudurpashchim Province. Stay safe and take necessary precautions. #FloodSafety #StaySafe",1
"more often than not, loving people gets me MEGA hurt, so methinks it's time to hang with my dog alone in a desolate city will smith style",0
We need Flybe to fly us Cornwall to London because...? Gentle reminder: an area a good part of UK burned in Austraâ€¦ https://t.co/OTc8CA8e0t,0
The Philippine Seismic Network recorded a total of 49 volcanic earthquakes in the Taal region from 2:00 AM to 10:00 AMâ€¦,0
â€˜Outrageous.â€™ Officials furious that FEMA seeks money from California wildfire victims. Reporting with https://â€¦,1
"I liked a @YouTube video http://youtu.be/bLumZPFYB2I?a  Vanilla Ice: I'm Going To Ride Out Hurricane Matthew, I'm Not Evacuating",0
"After this weekend's 6.0 earthquake, we continue to pray for our fellow American citizens in Puerto Rico. Trump Admin muâ€¦",1
"50 shades of madness! This is how moronic and perverted the pro-vaccine rhetoric has become. Go to war against people, fâ€¦",0
"On 2023-07-06, a flood struck Singdi, a ward of Marsyangdi Rural Municipality-7 in Lamjung, Gandaki. It caused destruction to crops and homes and affected the livelihoods of many villagers. The government and local volunteers are currently providing support to those in need.",1
No reason to quarantine.,0
"My sister was for Warren. Tonight, she's terrified trump will win bc the shit WARREN pulled &amp; what she saw on msn. She Sâ€¦",0
"bahahahaha yes, they'll probably still be happening in March. bushfires don't go out after a couple dâ€¦ https://t.co/887yP4ff8W",0
"ðŸš¨ Urgent Update! ðŸš¨

Flood alert! ðŸŒŠðŸŒ§ï¸

A devastating flood has hit Prithivibasti in Bardaghat Municipality-15, Nawalparasi West. ðŸžï¸ Stay safe and take necessary precautions. ðŸ™

#FloodAlert #StaySafe #NawalparasiWest",1
Fethullah Gülen’s statement of Condolences for the earthquake Albania Albanian earthquake ,1
"â€œMalignant narcissism"" is a ""severe mental sickness"" representing ""the quintessence of evil, the most sevâ€¦",0
"ðŸš¨ Urgent Update! ðŸš¨

ðŸŒŠ Flood Alert ðŸŒŠ

ðŸ“ Baganechok, Kamal Rural Municipality-3, Jhapa, Koshi Province

âš ï¸ A devastating flood has hit Baganechok, causing extensive damage to homes and infrastructure. Our thoughts and prayers are with the affected families.

ðŸ™ Let's come together and support the people of Baganechok during this challenging time. Stay tuned for more updates on relief efforts. #FloodRelief #SupportBaganechok #StayStrong",1
"ðŸš¨ ALERT! ðŸš¨ A devastating flood has hit Chitre, Jugal Rural Municipality-2 in Sindhupalchok, Bagmati Province. Stay safe and follow local authorities' instructions. #Flood #Sindhupalchok #StaySafe",1
"ðŸš¨ Urgent Notice! ðŸš¨

Attention residents of Gaur Municipality-3 in Rautahat district! ðŸŒŠ

We regret to inform you that a severe flood has occurred in your area. Please stay alert and take necessary precautions to ensure your safety. Seek higher ground and avoid flooded areas. ðŸžï¸

For more information and assistance, please contact the local authorities. Stay safe, everyone! ðŸ’™

#FloodAlert #SafetyFirst #GaurMunicipality #Rautahat #Madhesh",1
"2023-06-23 A landslide occurred in Sangtun/Orange Valley area of Suryodaya Municipality-5, in Koshi district of Ilam province. No casualties were reported. This disaster has caused public panic and distress among the locals.",1
sehun and chanyeol both posting pictures in the same day pls I love their method of damage control MWAH,0
"The date is 2035 and Australia has divided into two bitterly opposed groups - those who prefer fires, and those who prefer fâ€¦",0
THE RED TIPS.... DID THEY ACTUALLY TOUCH HER HAIR HHHHH SCREAMING https://t.co/uznAwxvNjL,0
My blood is boiling right now ðŸ˜¤ðŸ¤¯but I wouldnâ€™t expect anything less from the racist mofo!!! Arabs/Sâ€¦ https://t.co/nlpLDICtcI,0
"Musharaf verdict was just mild aftershock of extension, one should not worry what comes after extention.",0
Thank you all for watching with us!! You spread the word like wildfire and it‚Äôs been so beautiful to ride w/ you! #LoveIshttps://twitter.com/mrsharper/status/1024491113107869699¬†‚Ä¶,0
"ðŸš¨ Emergency Alert ðŸš¨
Flood reported in Pindalbari, Kachankawal Rural Municipality-1, Jhapa. Please stay safe and follow local authorities' instructions. #FloodAlert #Kachankawal #Jhapa #StaySafe",1
trapped https://t.co/Z1sJ8EwuXY,0
"ðŸš¨ Urgent Update ðŸš¨

ðŸ“¢ Landslide Alert ðŸ“¢

A devastating landslide occurred in Yangpang, Sirijangha Rural Municipality-5, Taplejung district of Koshi province. Please exercise caution and stay safe. Our thoughts and prayers go out to the affected community. #Landslide #Taplejung #StaySafe",1
"ðŸš¨ Urgent Alert ðŸš¨
ðŸŒŠ Flood at Hardi, Tillotama Municipality-14 ðŸŒŠ
ðŸ“… Incident Date: 2023-07-25
ðŸ“ Province: Lumbini
ðŸ“ District: Rupandehi
ðŸ“ Municipality: Tillotama
ðŸ“ Ward: 14
Stay safe and follow local authorities' instructions. #FloodSafety #NepalFloods",1
Pamela Seeing a Crying Child breaks my heart Albanian earthquake Albania earthquake,1
Ah... Miss Lapina? I don't think you need to bring a weapon in here...,0
John Brennan Sacked corrupt Ex CIA Director who was one of the peopleâ€¦ https://t.co/7ylzHD8vo6,0
"CNN - US troops describe terror of Iran missile attack! ""I held on to my gun and put my head down and I tâ€¦",0
"Venice canals almost dry, two months after severe floods https://t.co/27zxHQQPc7",1
"Given on of the biggest contributors to poor heakth outcome is being from lo socioeconomic regions, and those regioâ€¦ https://t.co/I3ArGPpuyQ",0
"On June 6, 2023, a forest fire broke out in ward 8 of Barahtal Rural Municipality, Surkhet, Karnali. The fire, which threatened the livelihood of local people, was eventually extinguished with the support of fire brigade. No casualties were reported but further action is being taken to prevent similar occurrences in the future.",1
onion on the phone w police like https://t.co/Ru5zIXB9Cm,0
"8 July 2023, a severe landslide occurred in Annapurna Rural Municipality-3, Myagdi district, Gandaki province. The hazard caused heavy damages and is yet to be assessed. The local authorities have responded quickly and are currently investigating the incident.",1
"A devastating landslide occurred at Rajbrikshya & Matdanda of Bulingtar Rural Municipality-1, in Nawalparasi East, Gandaki, on 2023-06-23. The event has created fear among the inhabitants. Relief efforts are underway.",1
"""ðŸš¨ ALERT ðŸš¨ A devastating landslide occurred at Tuku Tamakoshi, Bigu Rural Municipality-1, Dolakha, Bagmati Province on 2023-08-08. Please stay safe and follow local authorities' instructions. #Landslide #NaturalDisaster #StaySafe""",1
Facebookâ€™s Displacement Maps track daily movements of populations displaced by natural disasters &gt;â€¦ https://t.co/4SGwRwCb3I,0
Engulfed ðŸ’§ https://t.co/t6mGr7iQgH,0
Rebuild Isa Myzyraj's house Albania Tirana Albanian earthquake ,1
Immnnn panicking waaahðŸ¥´âœŒ,0
"if the shooting down of the plane was an accident (human error), why were the Iranians shooting miâ€¦ https://t.co/JesxuYkYVD",0
"lean on me, chilli, if i and trauma https://t.co/fnJoSM2beN",0
This curfew clock in front of Serena Hotel Islamabad is also clock for KP Action in Aid of Civil Power ordinance. Both ocâ€¦,0
"ðŸŒŠðŸš¨ Flood Alert! ðŸš¨ðŸŒŠ

ðŸ“Binayee Tribeni Rural Municipality-3, Nawalparasi East, Gandaki Province

ðŸ“… Incident Date: 9/23/2020

âš ï¸ Attention, everyone! A severe flood has hit Binayee Tribeni Rural Municipality-3. The local authorities are working tirelessly to ensure the safety and well-being of the affected residents.

ðŸ™ Let's keep the people of Binayee Tribeni in our thoughts and prayers during this challenging time. Stay safe and stay tuned for updates!

#FloodAlert #BinayeeTribeni #NawalparasiEast #GandakiProvince #StaySafe",1
"ðŸš¨ Disaster Alert ðŸš¨
Floods have struck Badhimuhan in Marin Rural Municipality-5, Sindhuli. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Sindhuli",1
Indonesia: Jakarta residents file first ever class action suit against government after biblical floods: -&gt; dumped 337 mâ€¦,0
"â€œOther crimes may have victims, and yet [Lex Talionis] offers no advice about their punishment. What to do with a hâ€¦ https://t.co/ewnIGNsIiR",0
Human stories and destinies after albanian earthquake By my littleness,1
"Ready for a whirlwind adventure? Miles, Alice &amp; Joe Hadwin are forced to go on the run when their parents are arrested. Fierâ€¦",0
I wish no one ill will but this man is so far left itâ€™s a wonder he didnâ€™t fall off a cliff. You canâ€™t act like an idiâ€¦,0
"ðŸš¨ Urgent Update ðŸš¨

Flood Alert! ðŸŒŠðŸ’¦

ðŸ“ Location: Badigad Rural Municipality-7, Baglung District, Gandaki Province

ðŸ“† Incident Date: 8/18/2019

ðŸš§ A devastating flood has hit Badigad Rural Municipality-7, causing widespread damage. Our thoughts are with the affected community. Stay safe and follow the instructions of local authorities. ðŸ™

#FloodAlert #StaySafe #BadigadRuralMunicipality",1
"Following a landslide in Makwanpurgadhi Rural Municipality-5, Bagmati District on June 27, 2023, no casualties have been reported as of yet. The landslide has caused disruption to the local community, and an investigation is underway.",1
"ðŸš¨#LandslideAlertðŸš¨

A devastating landslide struck Danda Gaau, Raghuganga Rural Municipality-8 in Myagdi district, Gandaki province. Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #StaySafe #NaturalDisaster #Myagdi #Nepal",1
All of Florida is under a state of emergency and authorities are urging residents to stockpile a week's worth of food and supplies as Hurricane Dorian gathers strength and aims to slam the state as soon as Monday as a Category 4 storm.? https://wgno.com/2019/08/30/hurricane-dorian-could-impact-the-entirety-of-florida-when-it-makes-landfall-as-a-monster-storm/?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5d695053145a57000153565a&utm_medium=trueAnthem&utm_source=twitter …,0
"Yesterday on 2023-07-05, a landslide occurred at Namuna Basti of Bagara in ward 7 of Nalgaad Municipality in Jajarkot District of Karnali Province. The incident has caused damages to houses and properties. Local authority have started an immediate investigation.",1
These Students Are Partnering With Corvids to Replant a Forest After Fire https://t.co/iuiiTJT3jD via,0
Blazing Saddles,0
"On 15 June, 2023, a devastating landslide occurred at Newar Tole in Suryagadhi Rural Municipality-4, Nuwakot district, Bagmati province. Heavy rain and unstable slopes are reported to have caused the incident. Local authorities are taking measures to mitigate the risks and ensure safety of the area.",1
"ðŸš¨ Urgent Alert ðŸš¨
Flood reported at Khurpatak Nawa, Meringden Rural Municipality-5, Taplejung, Koshi Province. Stay safe and follow local authorities' instructions. #FloodAlert #Taplejung #StaySafe",1
Workers MUST not agree for the comprehensive health insurance to be withdrawn from NHIF. Truth is that there is no private inâ€¦,0
"ðŸš¨ Urgent Alert ðŸš¨

We regret to inform you that Kirate, Golanjor Rural Municipality-4 in Sindhuli district, Bagmati province, has been hit by a devastating flood today. Please stay safe and follow the instructions of local authorities. Our thoughts are with the affected community. #StaySafe #SindhuliFlood #PrayForKirate",1
"On July 12, 2023, a powerful landslide occurred in Putha Uttarganga Rural Municipality-4, Rukum East, Lumbini, Nepal. The sloping hill collapsed and destroyed many houses. Fortunately, no casualties have been reported. Efforts are underway to assess the damage and provide necessary support to the affected families.",1
Joined Premier &amp; Comm Baxter today to visit the Ulladulla Disaster Welfare Assistance Welfare Point. A focusâ€¦,0
#UAE Govâ€™t to start first nuclear reactor soon,0
And Boris Johnson was elected Prime Minister by a landslide - a fuck up that may notâ€¦ https://t.co/gZAeINOejt,0
Somali tenants are fighting this in MPLS and getting no attention. Iâ€™veâ€¦ https://t.co/2ynYN6CTpC,0
