,Unnamed: 0,title,hazard,incident_on,province,district,municipality,ward,text,target
1512,1512,"Landslide at Kharanitar, Tadi Rural Municipality-3",Landslide,7/10/2021,Bagmati,Nuwakot,Tadi,3,"🚨 Urgent Update! 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide occurred in Kharanitar, Tadi Rural Municipality-3, Nuwakot District, Bagmati Province. Stay safe and follow local authorities' instructions. Our thoughts are with everyone affected. 🙏 #LandslideAlert #StaySafe #NuwakotStrong",1
1513,1513,"Landslide at Olina, Badimalika Municipality-4",Landslide,7/10/2021,Sudurpashchim,Bajura,Badimalika,4,"🚨 Urgent Alert 🚨

🌧️ Landslide at Olina, Badimalika Municipality-4 🌧️

📅 Incident Date: 7/10/2021
📍 Province: Sudurpashchim
🏞️ District: Bajura
🏙️ Municipality: Badimalika
🏘️ Ward: 4

Please stay safe and avoid the affected area. Seek shelter in a secure location until further notice. Our thoughts are with everyone affected by this natural disaster. 🙏 #Landslide #SafetyFirst #StaySafe #Bajura #Badimalika",1
1514,1514,"Landslide at Javamire, Naugad Rural Municipality-3",Landslide,7/10/2021,Sudurpashchim,Darchula,Naugad,3,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

A massive landslide occurred at Javamire, Naugad Rural Municipality-3, Darchula district, Sudurpashchim province. Please exercise extreme caution and stay away from the affected area. Our thoughts are with the residents of Ward 3. 🙏

#LandslideAlert #StaySafe #NaugadRuralMunicipality #Darchula #Sudurpashchim",1
1515,1515,"Landslide at Chithang, Bhimeshwor Municipality-6",Landslide,7/10/2021,Bagmati,Dolakha,Bhimeshwor,6,"🚨 Urgent Alert! 🚨
A landslide occurred at Chithang, Bhimeshwor Municipality-6 in Dolakha district, Bagmati Province. Stay safe and follow local authorities' instructions. 🙏 #Landslide #SafetyFirst #Dolakha #BagmatiProvince",1
1516,1516,"Landslide at Kalanki, Kathmandu Metropolitan City-14",Landslide,7/9/2021,Bagmati,Kathmandu,Kathmandu,14,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

📍 Kalanki, Kathmandu Metropolitan City-14

A massive landslide occurred today in Kalanki, Kathmandu Metropolitan City-14. Please exercise caution and stay away from the affected area.

📅 Incident Date: 7/9/2021
🏞️ Province: Bagmati
🏢 District: Kathmandu
🏙️ Municipality: Kathmandu
🏢 Ward: 14

Stay safe and stay tuned for further updates. 🙏

#LandslideAlert #Kathmandu #SafetyFirst #StaySafe",1
1517,1517,Landslide at Thulung Dudhkoshi Rural Municipality-9,Landslide,7/9/2021,Koshi,Solukhumbu,Thulung Dudhkoshi,9,"🚨 Urgent Update 🚨

🌧️ Landslide at Thulung Dudhkoshi Rural Municipality-9 🌧️

📅 Incident: 7/9/2021
📍 Province: Koshi
🌄 District: Solukhumbu
🏢 Municipality: Thulung Dudhkoshi
🏘️ Ward: 9

Stay safe and stay tuned for more updates! 🙏 #Landslide #SafetyFirst #NepalStrong",1
1518,1518,"Landslide at Majhkot, Rhishing Rural Municipality-8",Landslide,7/8/2021,Gandaki,Tanahu,Rhishing,8,"🚨 Urgent Update! 🚨

🌧️ Landslide at Majhkot, Rhishing Rural Municipality-8 🌧️

📅 Incident Date: 7/8/2021
📍 Province: Gandaki
🏞️ District: Tanahu
🏢 Municipality: Rhishing
🏘️ Ward: 8

⚠️ A devastating landslide has occurred in Majhkot, Rhishing Rural Municipality-8. Our thoughts and prayers go out to all those affected by this natural disaster. Stay safe and follow local authorities' instructions. 🙏

#Landslide #Majhkot #RhishingRuralMunicipality #Tanahu #Gandaki #StaySafe #Prayers #NaturalDisaster",1
1519,1519,"Landslide at Gittikhani, Tinau Rural Municipality-5",Landslide,7/8/2021,Lumbini,Palpa,Tinau,5,"🚨 Urgent Update 🚨

💔 Devastating Landslide at Gittikhani, Tinau Rural Municipality-5 💔

📅 Incident Date: 7/8/2021
📍 Province: Lumbini
🏞️ District: Palpa
🏢 Municipality: Tinau
🔢 Ward: 5

🙏 Our thoughts and prayers go out to the affected community. Stay safe and stay strong! 🙏

#LandslideAlert #StaySafe #PrayersForGittikhani #TinauRuralMunicipality",1
1520,1520,"Landslide at Dadhiban, Rhishing Rural Municipality-7",Landslide,7/8/2021,Gandaki,Tanahu,Rhishing,7,"🚨 Urgent Update 🚨

🌧️ Landslide at Dadhiban, Rhishing Rural Municipality-7 🌧️

We regret to inform you that a devastating landslide occurred in Dadhiban, Rhishing Rural Municipality-7 today. Our thoughts and prayers are with the affected families and the community during this difficult time.

📅 Incident Date: 7/8/2021
📍 Province: Gandaki
🏞️ District: Tanahu
🏘️ Municipality: Rhishing
🏢 Ward: 7

Please stay tuned for further updates and let's come together to support those affected by this natural disaster. 🙏🏼 #Landslide #EmergencyResponse #StaySafe #SupportingRhishing",1
1521,1521,"Landslide at Chautara, Ruru Rural Municipality-4",Landslide,7/8/2021,Lumbini,Gulmi,Ruru,4,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide has struck Chautara, Ruru Rural Municipality-4 in Gulmi district, Lumbini Province. Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. 🙏

#LandslideAlert #StaySafe #GulmiDistrict #LumbiniProvince",1
1522,1522,"Landslide at Bhirgaun, Sandakpur Rural Municipality-3",Landslide,7/8/2021,Koshi,Ilam,Sandakpur,3,"🚨 Urgent Update 🚨

💔 Devastating Landslide at Bhirgaun, Sandakpur Rural Municipality-3 💔

🌧️ The recent heavy rainfall triggered a massive landslide in Bhirgaun, Sandakpur Rural Municipality-3, Ilam District, Koshi Province.

🙏 Our thoughts and prayers go out to the affected community. Stay safe, everyone!

#LandslideAlert #StaySafe #IlamDistrict #KoshiProvince #SandakpurMunicipality",1
1523,1523,"Landslide at Mudhabas, Nisdi Rural Municipality-4",Landslide,7/8/2021,Lumbini,Palpa,Nisdi,4,"🚨 Urgent Update 🚨

🌧️ Landslide at Mudhabas, Nisdi Rural Municipality-4 🌧️

We regret to inform you about a recent landslide incident that occurred on 7/8/2021 in Nisdi Rural Municipality-4, Palpa district, Lumbini province. The affected area is Mudhabas.

🙏 Our thoughts go out to all those impacted by this natural disaster. Stay safe and vigilant during this challenging time. 🙏

#LandslideAlert #NisdiRuralMunicipality #Mudhabas #PalpaDistrict #LumbiniProvince #StaySafe",1
1524,1524,"Landslide at Baghmara, Pokhara Lekhnath Metropolitan City-33",Landslide,7/8/2021,Gandaki,Kaski,Pokhara Lekhnath,33,"🚨 Urgent Update 🚨

📍 Baghmara, Pokhara Lekhnath Metropolitan City-33

A devastating landslide has occurred in Baghmara, leaving the community in distress. Our thoughts and prayers go out to everyone affected by this natural disaster. 🙏🏼

Stay tuned for more updates and information on relief efforts. Let's come together and support the affected families during this difficult time. 💔🌍

#Landslide #EmergencyResponse #PrayForBaghmara #SupportingCommunities #StayStrong #PokharaLekhnath #GandakiProvince #KaskiDistrict #Ward33",1
1525,1525,"Landslide at Pogram, Tara Khola Rural Municipality-2",Landslide,7/7/2021,Gandaki,Baglung,Tara Khola,2,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide struck Pogram in Tara Khola Rural Municipality-2, Baglung district, Gandaki province on 7/7/2021. Our thoughts are with the affected residents of Ward 2. Stay safe and stay tuned for further updates. 🙏 #LandslideAlert #StaySafe #BaglungStrong",1
1526,1526,"Landslide at Ghusmeli, Taman Khola Rural Municipality-1",Landslide,7/7/2021,Gandaki,Baglung,Taman Khola,1,"🚨 Urgent Update 🚨
A devastating landslide has occurred at Ghusmeli, Taman Khola Rural Municipality-1 in Baglung District, Gandaki Province. Our thoughts are with the affected community. Stay safe everyone! 💔🙏 #LandslideAlert #PrayersForGhusmeli #StaySafeBaglung",1
1527,1527,"Landslide at Ratamata, Tara Khola Rural Municipality-3",Landslide,7/7/2021,Gandaki,Baglung,Tara Khola,3,"🚨 Urgent Update 🚨
Title: Landslide at Ratamata, Tara Khola Rural Municipality-3

We regret to inform you about a devastating landslide that occurred in Ratamata, Tara Khola Rural Municipality-3. Our thoughts and prayers are with the affected community.

📍 Location: Tara Khola Rural Municipality-3, Baglung, Gandaki Province

📅 Incident Date: 7th July 2021

Please stay tuned for further updates. Let's come together and support the affected community during this challenging time. 🙏 #Landslide #EmergencyResponse #BaglungStrong",1
1528,1528,"Landslide at Stupa, Pokhara Lekhnath Metropolitan City-22",Landslide,7/7/2021,Gandaki,Kaski,Pokhara Lekhnath,22,"🚨 Urgent Alert! 🚨

🌧️ Landslide at Stupa, Pokhara Lekhnath Metropolitan City-22 🌧️

📅 Incident Date: 7/7/2021
📍 Province: Gandaki
📍 District: Kaski
📍 Municipality: Pokhara Lekhnath
📍 Ward: 22

Stay safe and avoid the affected area. Follow local authorities for updates. 🙏 #Landslide #SafetyFirst #StayInformed",1
1529,1529,"Landslide at Simle, Khandbari Municipality-1",Landslide,7/7/2021,Koshi,Sankhuwasabha,Khandbari,1,"🚨 Urgent Update 🚨

🌧️ Landslide at Simle, Khandbari Municipality-1 🌧️

A devastating landslide struck Simle, Khandbari Municipality-1, Sankhuwasabha District, Koshi Province. Our thoughts and prayers go out to the affected community. Stay safe and stay tuned for further updates. 🙏🏼 #LandslideAlert #StaySafe #KhandbariMunicipality",1
1530,1530,"Landslide at Jamir, Naugad Rural Municipality-3",Landslide,7/7/2021,Sudurpashchim,Darchula,Naugad,3,"🚨 Urgent Announcement 🚨

📍 Location: Jamir, Naugad Rural Municipality-3
🌧️ Hazard: Landslide
📅 Incident Date: 7/7/2021
🌍 Province: Sudurpashchim
🏞️ District: Darchula
🏢 Municipality: Naugad
🏘️ Ward: 3

Please stay safe and be cautious of potential landslides in the area. Our thoughts are with everyone affected by this natural disaster. 🙏 #LandslideAlert #StaySafe #PrayersForNaugad",1
1531,1531,"Landslide at Tintale, Sandakpur Rural Municipality-4",Landslide,7/7/2021,Koshi,Ilam,Sandakpur,4,"🚨 Urgent Notice 🚨

📍 Landslide at Tintale, Sandakpur Rural Municipality-4 🏔️

A devastating landslide has occurred in Tintale, Sandakpur Rural Municipality-4, Ilam. Our thoughts are with the affected residents during this challenging time. 🙏

🚧 Please exercise caution and stay away from the affected area for your safety. 🚧

#LandslideAlert #StaySafe #IlamStrong #SandakpurRuralMunicipality #PrayersForTintale",1
1532,1532,"Landslide at Gusmeli, Tara Khola Rural Municipality-3",Landslide,7/7/2021,Gandaki,Baglung,Tara Khola,3,"🚨 Urgent Update 🚨

Title: Landslide at Gusmeli, Tara Khola Rural Municipality-3

We regret to inform you that a devastating landslide has occurred in Gusmeli, Tara Khola Rural Municipality-3. Our thoughts and prayers are with the affected community during this challenging time. Stay safe, everyone! 🙏

#LandslideAlert #Gusmeli #TaraKhola #Baglung #Gandaki #StaySafe",1
1533,1533,"Landslide at Dobilla, Kushma Municipality-8",Landslide,7/6/2021,Gandaki,Parbat,Kushma,8,"🚨 Urgent Update 🚨

Title: Landslide at Dobilla, Kushma Municipality-8

🌍 Hazard: Landslide
📅 Incident on: 7/6/2021
📍 Province: Gandaki
🏞️ District: Parbat
🏢 Municipality: Kushma
🏘️ Ward: 8

🚧 A devastating landslide has occurred in Dobilla, Kushma Municipality-8. Our thoughts and prayers are with the affected families. Stay tuned for more updates! 🙏🏼 #LandslideAlert #KushmaMunicipality #StaySafe",1
1534,1534,"Landslide at Mungling, Bharatpur Metropolitan City-29",Landslide,7/6/2021,Bagmati,Chitwan,Bharatpur,29,"🚨 Urgent Update 🚨

📍 Mungling, Bharatpur Metropolitan City-29

🌧️ A devastating landslide occurred in this area on 7/6/2021. Our thoughts and prayers go out to all those affected.

🚨 Please exercise caution and avoid the affected area until further notice. Safety first!

#LandslideAlert #StaySafe #BharatpurStrong #PrayersForMungling",1
1535,1535,"Landslide at Bot Gaun, Sabhapokhari Rural Municipality-2",Landslide,7/5/2021,Koshi,Sankhuwasabha,Sabhapokhari,2,"🚨 Urgent Update 🚨

💔 Heartbreaking news from Bot Gaun, Sabhapokhari Rural Municipality-2. A devastating landslide has struck our community, causing immense damage and loss.

🌧️ Let's stand together during this challenging time and extend our support to the affected families. Reach out and lend a helping hand in any way you can.

📍 Incident Date: 7/5/2021
🌍 Province: Koshi
🏞️ District: Sankhuwasabha
🏙️ Municipality: Sabhapokhari
🏘️ Ward: 2

#Landslide #DisasterRelief #CommunitySupport #StandTogether #PrayersForBotGaun",1
1536,1536,"Landslide at Tenchhong, Silichong Rural Municipality-1",Landslide,7/5/2021,Koshi,Sankhuwasabha,Silichong,1,"🚨 Urgent Update! 🚨 

📢 Landslide Alert 📢

A massive landslide occurred at Tenchhong, Silichong Rural Municipality-1 in Sankhuwasabha District, Koshi Province. Please exercise caution and stay away from the affected area. Our thoughts are with the residents of Silichong Ward 1. Stay safe! 💙 #LandslideAlert #Silichong #Sankhuwasabha #StaySafe",1
1537,1537,"Landslide at Banchare, Tadi Rural Municipality-5",Landslide,7/4/2021,Bagmati,Nuwakot,Tadi,5,"🚨 Urgent Update 🚨

🌧️ A devastating landslide has occurred at Banchare, Tadi Rural Municipality-5, Nuwakot District, Bagmati Province. Stay safe and take necessary precautions!

#LandslideAlert #StaySafe #Nuwakot #BagmatiProvince",1
1538,1538,"Landslide at Kubinde, Triyuga Municipality-15",Landslide,7/4/2021,Koshi,Udayapur,Triyuga,15,"🚨 Urgent Update 🚨

📢 Landslide Alert 📢

📍 Kubinde, Triyuga Municipality-15

A devastating landslide has occurred in Kubinde, Triyuga Municipality-15, Udayapur District. Please exercise extreme caution and stay away from the affected area.

🚧 Authorities are working tirelessly to ensure the safety of everyone. Evacuation measures are underway. 🚧

🙏 Let's keep the affected community in our thoughts and prayers during this challenging time. 🙏

#LandslideAlert #StaySafe #UdayapurStrong #PrayersForTriyuga",1
1539,1539,"Landslide at Gurunda, Umakunda Rural Municipality-2",Landslide,7/4/2021,Bagmati,Ramechhap,Umakunda,2,"🚨 Urgent Update 🚨
A devastating landslide has occurred in Gurunda, Umakunda Rural Municipality-2, Ramechhap district, Bagmati province. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. 💔 #LandslideAlert #StaySafe #PrayersForGurunda",1
1540,1540,Landslide at Aathrai Tribeni Rural Municipality-1,Landslide,7/4/2021,Koshi,Taplejung,Aathrai Tribeni,1,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide occurred at Aathrai Tribeni Rural Municipality-1, Taplejung District, Koshi Province. Stay safe and take necessary precautions!

#LandslideAlert #StaySafe #Taplejung #Koshi #NaturalDisaster",1
1541,1541,"Landslide at Solaban, Mapya Dudhkoshi Rural Municipality-6",Landslide,7/4/2021,Koshi,Solukhumbu,Mapya Dudhkoshi,6,"🚨 Urgent Update 🚨

📍 Solaban, Mapya Dudhkoshi Rural Municipality-6

A devastating landslide occurred on 7/4/2021 in Solukhumbu District, Koshi Province. Our thoughts are with the affected residents of Mapya Dudhkoshi Ward-6. Stay tuned for further updates and safety precautions. 🙏🏻💔 #LandslideAlert #StaySafe #SolukhumbuStrong",1
1542,1542,"Landslide at Yarang, Bhanu Municipality-10",Landslide,7/3/2021,Gandaki,Tanahu,Bhanu,10,"🚨 Urgent Update 🚨

Title: Landslide at Yarang, Bhanu Municipality-10

💔 Our hearts go out to the residents of Yarang, Bhanu Municipality-10 in Tanahu district, Gandaki province, who have been affected by a devastating landslide. 

🌧️ The incident occurred on 7/3/2021, and we are closely monitoring the situation. Our thoughts are with the affected families during this difficult time.

#Landslide #Tanahu #Gandaki #BhanuMunicipality #StaySafe",1
1543,1543,"Landslide at Pipalamod, Dhunibesi Municipality-9",Landslide,7/3/2021,Bagmati,Dhading,Dhunibesi,9,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

📍 Pipalamod, Dhunibesi Municipality-9, Dhading

📅 Incident Date: 7/3/2021

📍 Province: Bagmati
📍 District: Dhading
📍 Municipality: Dhunibesi
📍 Ward: 9

Stay safe and be cautious, everyone! 🙏

#LandslideAlert #StaySafe #Dhading #Bagmati #NaturalHazard #SafetyFirst",1
1544,1544,"Landslide at Taraling, Raksirang Rural Municipality-9",Landslide,7/3/2021,Bagmati,Makwanpur,Raksirang,9,"🚨 Urgent Update 🚨

📢 Landslide Alert 📢

Title: Landslide at Taraling, Raksirang Rural Municipality-9

🌍 Province: Bagmati
📍 District: Makwanpur
🏢 Municipality: Raksirang
🏘️ Ward: 9

⚠️ A devastating landslide occurred on 7/3/2021 in Taraling. Our thoughts are with the affected community. Stay safe and be cautious in the area.

#LandslideAlert #StaySafe #TaralingStrong #Makwanpur #Raksirang #Bagmati #Ward9",1
1545,1545,"Landslide at Padhere, Pokhara Lekhnath Metropolitan City-6",Landslide,7/3/2021,Gandaki,Kaski,Pokhara Lekhnath,6,"🚨 Urgent Update 🚨

🌧️ Landslide at Padhere, Pokhara Lekhnath Metropolitan City-6 🏞️

📅 Incident Date: 7/3/2021
📍 Province: Gandaki
🏢 District: Kaski
🏙️ Municipality: Pokhara Lekhnath
🏘️ Ward: 6

🚧 Due to a recent landslide in Padhere, Pokhara Lekhnath Metropolitan City-6, please exercise caution and avoid the affected area. Stay safe, everyone! 🙏

#LandslideAlert #SafetyFirst #PokharaLekhnath #StaySafe",1
1546,1546,"Landslide at Gauriphat, Bhanu Municipality-8",Landslide,7/2/2021,Gandaki,Tanahu,Bhanu,8,"🚨 Urgent Update 🚨
A devastating landslide has occurred at Gauriphat, Bhanu Municipality-8 in Tanahu district, Gandaki province. Please stay safe and be cautious of potential hazards in the area. Our thoughts are with the affected community. 🙏 #LandslideAlert #StaySafe #GauriphatLandslide #TanahuDistrict #GandakiProvince",1
1547,1547,Landslide at Dharan Submetropolitan City-13,Landslide,7/2/2021,Koshi,Sunsari,Dharan,13,"🚨 Urgent Update 🚨

🌧️ Landslide at Dharan Submetropolitan City-13 🌧️

📅 Incident on: 7/2/2021
📍 Province: Koshi
🏞️ District: Sunsari
🏢 Municipality: Dharan
🏘️ Ward: 13

Stay safe, everyone! Our thoughts are with the affected community. 🙏 #LandslideAlert #StaySafe #DharanStrong",1
1548,1548,"Landslide at Setibagar, Tyamkemaiyung Rural Municipality-1",Landslide,7/2/2021,Koshi,Bhojpur,Tyamkemaiyung,1,"🚨 Landslide Alert 🚨
A devastating landslide occurred at Setibagar, Tyamkemaiyung Rural Municipality-1, Bhojpur District. Stay safe and take necessary precautions! #LandslideAlert #StaySafe #BhojpurDistrict #TyamkemaiyungRuralMunicipality",1
1549,1549,"Landslide at Jewang Khola, Benighat Rorang Rural Municipality-10",Landslide,7/2/2021,Bagmati,Dhading,Benighat Rorang,10,"🚨 Urgent Update 🚨

🌧️ Landslide at Jewang Khola, Benighat Rorang Rural Municipality-10 🌧️

📅 Incident Date: 7/2/2021
📍 District: Dhading, Bagmati Province
🏞️ Municipality: Benighat Rorang
🏘️ Ward: 10

Stay safe and stay informed! Follow us for more updates. #LandslideAlert #StaySafe #BenighatRorang #Dhading",1
1550,1550,"Landslide at Chhaling, Changunarayan Municipality-5",Landslide,7/2/2021,Bagmati,Bhaktapur,Changunarayan,5,"🚨 Urgent Update! 🚨 A devastating landslide has occurred at Chhaling, Changunarayan Municipality-5 in Bhaktapur district, Bagmati province. Stay safe and keep the affected community in your thoughts. #LandslideAlert #StaySafe #BhaktapurStrong 🙏🏻💔🌍",1
1551,1551,"Landslide at Upallo gorahe, Siranchok Rural Municipality-7",Landslide,7/2/2021,Gandaki,Gorkha,Siranchok,7,"🚨 Urgent Update! 🚨
A devastating landslide has occurred at Upallo gorahe in Siranchok Rural Municipality-7, Gorkha district. Stay safe, everyone! 🙏 #LandslideAlert #StaySafe #GorkhaStrong #SiranchokRuralMunicipality7 #GandakiProvince",1
1552,1552,"Landslide at Purano di, Sundarbazar Municipality-4",Landslide,7/2/2021,Gandaki,Lamjung,Sundarbazar,4,"🚨 Urgent Update 🚨

🌧️ Landslide at Purano di, Sundarbazar Municipality-4 🌧️

📅 Incident on: 7/2/2021
📍 Province: Gandaki
🏞️ District: Lamjung
🏙️ Municipality: Sundarbazar
🏢 Ward: 4

Stay safe and take necessary precautions! Our thoughts are with the affected community. 🙏

#LandslideAlert #StaySafe #NaturalDisaster #PrayersForLamjung",1
1553,1553,"Landslide at Chhakdole, Kathmandu Metropolitan City-5",Landslide,7/2/2021,Bagmati,Kathmandu,Kathmandu,5,"🚨 Urgent Update 🚨

🌧️ Landslide Alert in Chhakdole, Kathmandu Metropolitan City-5! 🌧️

📅 Incident Date: 7/2/2021
📍 Province: Bagmati
🏞️ District: Kathmandu
🏢 Municipality: Kathmandu
🏘️ Ward: 5

Stay safe and follow local authorities' instructions. Our thoughts are with everyone affected. 🙏 #LandslideAlert #StaySafe #KathmanduStrong",1
1554,1554,"Landslide at Charimara, Raksirang Rural Municipality-7",Landslide,7/2/2021,Bagmati,Makwanpur,Raksirang,7,"🚨 Urgent Update 🚨
Title: Landslide at Charimara, Raksirang Rural Municipality-7

A devastating landslide has struck Charimara in Raksirang Rural Municipality-7, Makwanpur District, Bagmati Province. Our thoughts and prayers go out to the affected community. Stay safe, everyone! 🙏 #Landslide #SafetyFirst #PrayersForCharimara",1
1555,1555,"Landslide at Dhorpheri, Shuklagandaki Municipality-9",Landslide,7/1/2021,Gandaki,Tanahu,Shuklagandaki,9,"🚨 Urgent Update! 🚨

🌧️ Landslide at Dhorpheri, Shuklagandaki Municipality-9 🌧️

📅 Incident Date: 7/1/2021
📍 Province: Gandaki
📍 District: Tanahu
📍 Municipality: Shuklagandaki
📍 Ward: 9

Stay safe, everyone! 🙏 Our thoughts are with the affected community. #Landslide #EmergencyResponse #StaySafe",1
1556,1556,"Landslide at Tamung, Bandipur Rural Municipality-3",Landslide,7/1/2021,Gandaki,Tanahu,Bandipur,3,"🚨 Urgent Update 🚨
Title: Landslide at Tamung, Bandipur Rural Municipality-3

⚠️ A devastating landslide has struck Tamung, Bandipur Rural Municipality-3 in Tanahu District, Gandaki Province. Our thoughts are with the affected community during this challenging time. 

Please stay tuned for further updates and safety precautions. 🙏🏼 #LandslideAlert #Bandipur #StaySafe",1
1557,1557,"Landslide at pahire, Kamalamai Municipality-8",Landslide,7/1/2021,Bagmati,Sindhuli,Kamalamai,8,"🚨 Urgent Update 🚨

Title: Landslide at Pahire, Kamalamai Municipality-8

We regret to inform you that a devastating landslide has occurred in Pahire, Kamalamai Municipality-8, Sindhuli District. Our thoughts and prayers are with the affected families.

Stay tuned for further updates and please take necessary precautions to ensure your safety.

#LandslideAlert #StaySafe #PrayersForPahire #SindhuliStrong",1
1558,1558,"Landslide at Chhap, Changunarayan Municipality-4",Landslide,7/1/2021,Bagmati,Bhaktapur,Changunarayan,4,"🚨 Urgent Update 🚨

💔 Landslide at Chhap, Changunarayan Municipality-4 💔

📅 Incident on: 7/1/2021
📍 Province: Bagmati
🗺️ District: Bhaktapur
🏢 Municipality: Changunarayan
🌄 Ward: 4

🙏 Stay safe, everyone! Our thoughts are with the affected community. Let's come together and support them during this challenging time. #Landslide #Chhap #SafetyFirst",1
1559,1559,"Landslide at Jinakhu, Dudhouli Municipality-12",Landslide,7/1/2021,Bagmati,Sindhuli,Dudhouli,12,"🚨 Urgent Update 🚨

Title: Landslide at Jinakhu, Dudhouli Municipality-12

🌍 Province: Bagmati
📍 District: Sindhuli
🏢 Municipality: Dudhouli
🏢 Ward: 12

🚧 A devastating landslide occurred on 7/1/2021 in Jinakhu, Dudhouli Municipality-12. Our thoughts are with the affected community. Stay safe and stay tuned for more updates.

#LandslideAlert #EmergencyResponse #StaySafe",1
1560,1560,"Landslide at Patneri, Bhimad Municipality-7",Landslide,7/1/2021,Gandaki,Tanahu,Bhimad,7,"🚨 Urgent Update 🚨

Title: Landslide at Patneri, Bhimad Municipality-7

We regret to inform you about a devastating landslide that occurred in Patneri, Bhimad Municipality-7. Our thoughts and prayers are with the affected community.

📍 Location: Tanahu District, Gandaki Province
📅 Incident Date: 7/1/2021

Stay tuned for more updates on the situation. Let us all come together to support and help the affected residents during this difficult time. 🙏

#Landslide #EmergencyResponse #SupportingCommunity #PrayersForPatneri",1
1561,1561,Landslide at Myagde Rural Municipality-5,Landslide,7/1/2021,Gandaki,Tanahu,Myagde,5,"🚨 Urgent Update 🚨
Title: Landslide at Myagde Rural Municipality-5

💥 A massive landslide has occurred at Myagde Rural Municipality-5, Tanahu district, Gandaki province. Stay safe and stay alert!

📅 Incident Date: 7/1/2021
📍 Location: Myagde Rural Municipality-5, Tanahu district

#LandslideAlert #StaySafe #Myagde #Tanahu #Gandaki",1
1562,1562,"Landslide at Dhorpheri, Shuklagandaki Municipality-9",Landslide,7/1/2021,Gandaki,Tanahu,Shuklagandaki,9,"🚨 Urgent Update 🚨

Title: Landslide at Dhorpheri, Shuklagandaki Municipality-9

🌍 Location: Shuklagandaki Municipality-9, Tanahu, Gandaki Province
🌧️ Hazard: Landslide
📅 Incident Date: 7/1/2021

🙏 Our thoughts are with the affected community. Stay safe and seek shelter in a secure location. Follow local authorities for updates. 🙏

#LandslideAlert #StaySafe #ShuklagandakiMunicipality9 #Tanahu #GandakiProvince #NaturalHazard #SafetyFirst",1
1563,1563,"Landslide at Chhirkane, Vyas Municipality-12",Landslide,7/1/2021,Gandaki,Tanahu,Vyas,12,"🚨 Urgent Update 🚨

🌧️ Landslide at Chhirkane, Vyas Municipality-12 🌧️

📅 Incident Date: 7/1/2021
📍 Location: Vyas Municipality-12, Tanahu, Gandaki Province

⚠️ A devastating landslide has struck Chhirkane in Vyas Municipality-12. Our thoughts and prayers go out to the affected community. Stay safe, everyone! 🙏

#LandslideAlert #StaySafe #PrayersForChhirkane #NaturalDisaster #GandakiProvince #Tanahu #VyasMunicipality",1
1564,1564,"Landslide at Garambesi, Rainas Municipality-7",Landslide,7/1/2021,Gandaki,Lamjung,Rainas,7,"🚨 Urgent Alert 🚨

🌧️ Landslide at Garambesi, Rainas Municipality-7 🌧️

💔 Our thoughts are with the affected community in Gandaki Province, Lamjung District. A devastating landslide occurred on 7/1/2021 in Ward 7 of Rainas Municipality.

🙏 Let's come together to support those affected and provide assistance wherever possible. Stay safe and stay strong, Rainas!

#LandslideAlert #PrayForRainas #GandakiProvince #LamjungDistrict #StaySafe",1
1565,1565,"Landslide at Tilahar, MadhyaNepal Municipality-4",Landslide,7/1/2021,Gandaki,Lamjung,MadhyaNepal,4,"🚨 Urgent Update 🚨

💔 Landslide at Tilahar, MadhyaNepal Municipality-4 💔

🌍 Province: Gandaki
📍 District: Lamjung
🏢 Municipality: MadhyaNepal
🏘️ Ward: 4

📅 Incident Date: 7/1/2021

🙏 Our thoughts and prayers go out to the affected community. Stay safe and stay strong! 🙏

#Landslide #EmergencyResponse #StaySafe #PrayersNeeded",1
1566,1566,"Landslide at Parkhaltole, Rapti Municipality-12",Landslide,7/1/2021,Bagmati,Chitwan,Rapti,12,"🚨 Urgent Update 🚨

📍 Location: Parkhaltole, Rapti Municipality-12
🌍 Province: Bagmati
🌆 District: Chitwan
🏢 Municipality: Rapti
🏞️ Ward: 12

⚠️ A devastating landslide occurred on 7/1/2021 in Parkhaltole, Rapti Municipality-12. We are closely monitoring the situation and will provide updates as they become available. Our thoughts and prayers go out to the affected community. Stay safe, everyone! 🙏 #LandslideAlert #StaySafe",1
1567,1567,"Landslide at Danetar, Kalika Municipality-11",Landslide,7/1/2021,Bagmati,Chitwan,Kalika,11,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

A major landslide has occurred at Danetar, Kalika Municipality-11 in Chitwan district, Bagmati province. Please exercise caution and stay away from the affected area. Our thoughts are with the residents of Ward 11. Stay safe, everyone! 🙏 #LandslideAlert #StaySafe #ChitwanStrong",1
