,text,target
2035,Safe...U mean ...quarantined?😃 https://t.co/7IIteSUzsk,0
2036,"A massive landslide struck ward 4 of Konjyosom Rural Municipality in Lalitpur, Bagmati province on 2023-07-08, killing two people and damaging several homes at Lakuri Bhanjyang. Rescue personnel are currently working to provide relief and assistance to those affected by the disaster.",1
2037,"I have a dream, that one day I will be able to electrocute chickens on vertigo with my new zeus skin.",0
2038,Your post misses information... You don't talk how Obama administration view soleimani has a terrorist.… https://t.co/Re3XtlueDx,0
2039,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

A devastating landslide has occurred at Khanma, Simta Rural Municipality-9, Surkhet. Stay safe and be cautious! Our thoughts are with the affected community. #LandslideAlert #StaySafe #SimtaRuralMunicipality #Surkhet #Nepal",1
2040,"🚨 Urgent Alert 🚨

🌊 Flood at Katunje, Suryabinayak Municipality-5 🌊

Dear residents of Suryabinayak Municipality-5, Bhaktapur, please be aware that a severe flood has occurred in the area. Stay indoors and follow local authorities' instructions for your safety. Our thoughts are with you during this difficult time. #StaySafe #SuryabinayakFlood #BhaktapurStrong",1
2041,"🚨 Urgent Notice 🚨

🌊 Flood Alert 🌊

Attention residents of Kudi, Budhiganga Municipality-1 in Bajura district! 

We regret to inform you that a severe flood has hit our area. Please take immediate action to ensure your safety and the safety of your loved ones. Stay tuned for further updates and follow the instructions of local authorities.

Stay safe and stay strong, Budhiganga!

#FloodAlert #StaySafe #BudhigangaMunicipality #BajuraDistrict",1
2042,"The people of Ward 2 of Panini Rural Municipality in Arghakhanchi District, Lumbini Province were affected by a major landslide at the Damar Saaljhandi-Dhorpatan highway on 1st July 2023. Authorities are working on clearing the debris.",1
2043,"🚨 Urgent Notice 🚨

We regret to inform you that a devastating landslide has occurred at Kharpunath Rural Municipality-4 in Humla district, Karnali province. The incident took place on 10/19/2021. Our thoughts and prayers go out to the affected community. Stay safe, everyone! 🙏 #Landslide #KharpunathRuralMunicipality #Humla #StaySafe",1
2044,"‘Save the forest, stop the fire!’ will be ready to send it to #workssanjose #Foresight2020 #art #penandink… https://t.co/fEEtHre6iw",0
2045,"🚨 NEW POST 🚨

🌍 Earthquake Alert 🌍

📅 Incident Date: 4/25/2015
📍 Location: Bhirkot Municipality-8, Syangja, Gandaki Province

🚨 An earthquake has struck Bhirkot Municipality-8, causing widespread damage and affecting the lives of many. Our thoughts and prayers are with the affected community. 🙏

#EarthquakeAlert #BhirkotMunicipality #Syangja #GandakiProvince #StaySafe #PrayersForBhirkot",1
2046,1/3 🤩 Hey #darts fans its time! Our monthly Gin &amp; Darts GIVEAWAY!🤩 This is an incredible prize! A set of …,0
2047,"🚨 Disaster Alert 🚨
Flood reported in Nikal, Hansapur Municipality-5, Dhanusa district, Madhesh province. Stay safe and follow local authorities' instructions. #FloodAlert #NikalFlood #StaySafe",1
2048,when do you guys release rainbow six quarantine?,0
2049,"🔥 Forest Fire Alert 🔥

📍 Location: Pidalc, Tribeni Rural Municipality-2, Rolpa
📅 Incident Date: 4/27/2021

Attention, everyone! A devastating forest fire has broken out in Pidalc, Tribeni Rural Municipality-2, Rolpa. The flames are spreading rapidly, posing a significant threat to the surrounding area. 

🚨 We urge all residents to stay safe and follow the instructions of local authorities. Our thoughts are with the affected community during this challenging time. 🙏 #ForestFire #EmergencyResponse #StaySafe #TribeniRuralMunicipality",1
2050,"My only goal this year is to have a storm named after me or, at least, some type of natural disaster.",0
2051,"This is 3rd death btw. After ur first death, and tp death. It’s running time.",0
2052,Bringing new emergency supply on stream as rapidly as possible (cutting red tape that prevents independent power pr… https://t.co/eWlOb7YaD6,0
2053,FINANCIAL WOES: Europe's Largest Regional Airline Flybe On Brink Of Collapse https://t.co/GiyxhbNvRn #Flybe… https://t.co/O7LRkXIYS2,0
2054,Climate change could lead to more injuries and deaths... #whatistech #todaytechnews #latestech… https://t.co/ix90uxvrNC,0
2055,"I was raised in a charismatic church. From the time I was young, I was taught to fear a non-existent enemy. From ""R…",0
2056,"A devastating landslide struck Siddhababa Mandhir in Tinau Rural Municipality-3, Palpa, Lumbini on July 1, 2023. The community has suffered immense losses as a result of the landslide. Residents are worried about the safety of future generations. Relief efforts are currently underway in the area to help those affected.",1
2057,"🚨 Breaking News 🚨
Flood strikes Marfa, Gharapjhong Rural Municipality-4 in Mustang district, Gandaki province. Stay safe and follow local authorities' instructions. #FloodAlert #Mustang #Gandaki",1
2058,Darude - Sandstorm,0
2059,"#Auspol If our pathetic Govt moves vs Coal, they will be collapsed by their Masters, #ArsonistMineralCouncil. Govt only exi…",0
2060,"🚨 ALERT 🚨 A devastating landslide has occurred at Galze, Pachaljharana Rural Municipality-3 in Kalikot, Karnali Province. Please stay safe and follow local authorities' instructions. Our thoughts are with the affected community. #Landslide #DisasterResponse",1
2061,"🌊 Flood Alert! 🌊

📍 Raghuganga Rural Municipality-8, Myagdi, Gandaki
📅 Incident on: 9/12/2018

Stay safe, everyone! Our thoughts are with the people affected by the recent flood in Raghuganga Rural Municipality-8. Let's come together and support those in need during this challenging time. 💙 #FloodAlert #Raghuganga #Myagdi #Gandaki #StaySafe",1
2062,I’ve yet to see condemnation from of these banners and video of the organis… https://t.co/KHowQU4RUN,0
2063,Gentle Reminder,0
2064,"🚨 Urgent Update 🚨

🌧️ A devastating landslide has occurred in Malmul, Ribdikot Rural Municipality-2. Our thoughts are with the affected community during this difficult time. 🙏

📅 Incident Date: 6/15/2021
📍 Province: Lumbini
🏔️ District: Palpa
🏘️ Municipality: Ribdikot
🏢 Ward: 2

Please stay safe and follow local authorities' instructions. Let's support each other through this challenging situation. 💙 #Landslide #EmergencyResponse #StaySafe",1
2065,"🚨 Urgent Alert 🚨

🌊 Flood at Chakhola, Bhumlu Rural Municipality-10 🌊

We regret to inform you that a severe flood has hit Chakhola in Bhumlu Rural Municipality-10, Kavrepalanchok district, Bagmati province. The incident occurred on 8/11/2019.

Please stay safe and take necessary precautions. Our thoughts are with the affected community. #FloodAlert #StaySafe",1
2066,"🔥 Forest Fire Alert! 🔥

📍 Location: Khoriya, Mirchaiya Municipality-7, Siraha
📅 Incident Date: 3/26/2022

Attention, everyone! A forest fire has broken out in Khoriya, Mirchaiya Municipality-7, Siraha. Please exercise caution and stay away from the affected area. Authorities are working hard to bring the situation under control.

#ForestFireAlert #StaySafe #MirchaiyaMunicipality7 #Siraha",1
2067,"🚨 Urgent Alert 🚨
Flood hits Itahari Submetropolitan City-18, Sunsari, Koshi Province. Stay safe and follow local authorities' instructions. #FloodAlert #ItahariFlood #StaySafe #Sunsari #Koshi",1
2068,This heat wave is unnecessary.,0
2069,"I used to have a curfew at 9, then 10, I don’t think i do anymore",0
2070,"🚨 Urgent Update! 🚨

🌧️ Landslide at Sapru, Gosaikunda Rural Municipality-5 🌧️

📅 Incident on: 6/15/2021
📍 Province: Bagmati
🏞️ District: Rasuwa
🏢 Municipality: Gosaikunda
🏘️ Ward: 5

⚠️ A devastating landslide has occurred in Sapru, Gosaikunda Rural Municipality-5. Our thoughts are with the affected community. Stay tuned for more updates and safety precautions.

#LandslideAlert #StaySafe #RasuwaStrong #GosaikundaMunicipality #PrayersForSapru",1
2071,"""...Clearly, the Western nations could have reduced the influence of Boko Haram by 80 or 90 percent. They have deliberately no…",0
2072,It was a holy place I see. Very sacred https://t.co/3HLdY131LJ,0
2073,B4 SLEEPING KNOW THIS Sunflowers are used to assist in clean up after a NUCLEAR DISASTER Sunflowers are known as Hyper…,0
2074,He couldn't resist 🐶❤️️🎁 https://t.co/OjQ2msbJm4,0
2075,Bloke on the tram just spilled the vast majority of his chocolate Big M all over the floor. Then moved away from th… https://t.co/PHpobOJnUk,0
2076,"On June 17th, 2023, Khandbari Municipality-7 in Sankhuwasabha District of Koshi was hit with heavy flooding. Numerous households, businesses, and vehicles were damaged by the flood waters. Despite rescue and relief efforts, many residents were affected. The District Administration is continuously assessing the situation and providing necessary aid.",1
2077,Top #Pakistan general &amp; #Bajwa’s successor ‘forced to resign after weeks in house arrest’. Gen Sattar was vocal in… https://t.co/rmKwisp6Xo,0
2078,"🌊 Flood Alert! 🌊

📍 Bouddhadham, Suryodaya Municipality-2, Ilam, Koshi Province 📍

⚠️ A devastating flood occurred on 7/12/2019 in Bouddhadham, Suryodaya Municipality-2. Our thoughts are with the affected community. Stay safe! 💙

#FloodAlert #StaySafe #SuryodayaMunicipality2 #Ilam #KoshiProvince #NaturalDisaster",1
2079,BSF ‘Borderman’ killed in avalanche: On Jan 13 evening at 8:30 pm an avalanche hit a BSF deployment in Naugam sector on…,0
2080,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

Title: Landslide at Chhepatta, Dilasaini Rural Municipality-2

📅 Incident Date: 7/25/2021
📍 Province: Sudurpashchim
🏞️ District: Baitadi
🏙️ Municipality: Dilasaini
🏘️ Ward: 2

Stay safe and stay tuned for more updates! 🙏🏼 #LandslideAlert #StaySafe #Baitadi #Dilasaini #Nepal",1
2081,I can't wait to see the moonbin wreck us all again. https://t.co/76CH2ci0e4,0
2082,"🔥 Forest Fire Alert! 🔥
📍 Dakshinkali Municipality-1, Kathmandu, Bagmati Province

A devastating forest fire broke out in Dakshinkali Municipality-1. Our thoughts are with the affected community during this challenging time. Stay safe and follow the instructions from local authorities. 🙏

#ForestFire #EmergencyAlert #StaySafe #Dakshinkali #Kathmandu #BagmatiProvince",1
2083,"🚨 Urgent Notice 🚨

We regret to inform you about a devastating landslide that occurred in JayaPrithivi Municipality-9, Bajhang District, Sudurpashchim Province. The incident took place on 10/19/2021, causing significant damage and posing serious threats to the community. Our thoughts and prayers are with the affected residents. Please stay tuned for updates and take necessary precautions to ensure your safety. #LandslideAlert #StaySafe",1
2084,"Good lord, the Sunday news. Reminds me of a Soviet joke. A listener calls the radio: - ""Comrades, will there be war?"" - ""…",0
2085,"🚨 Urgent Update 🚨

🌧️ Landslide Alert 🌧️

📍 Pipalamod, Dhunibesi Municipality-9, Dhading

📅 Incident Date: 7/3/2021

📍 Province: Bagmati
📍 District: Dhading
📍 Municipality: Dhunibesi
📍 Ward: 9

Stay safe and be cautious, everyone! 🙏

#LandslideAlert #StaySafe #Dhading #Bagmati #NaturalHazard #SafetyFirst",1
2086,https://t.co/HvxhwYJ0jF Food truck offers free food for earthquake-affected tourists in Lombok | #Cyprus #aftodioikisi,0
2087,"🚨 Urgent Alert 🚨

⚠️ Flood at Taprisera, Budhiganga Municipality-2 ⚠️

📅 Incident Date: 7/19/2020
📍 Province: Sudurpashchim
🌊 District: Bajura
🏢 Municipality: Budhiganga
🚧 Ward: 2

Please stay safe and take necessary precautions. Our thoughts are with the affected community. #FloodAlert #StaySafe",1
2088,New from #OfficialNIHR https://t.co/O0prLewE51 Hijacking antibody-induced CTLA-4 lysosomal degradation for safer an… https://t.co/hvmYWBQ9vc,0
2089,"9

A landslide occurred in Bhalukhola/ Pangdur Dolma, a ward of Lalitpur Metropolitan City-3 in the Bagmati Province on June 30, 2023. According to the AI of 9, evacuation has been urged and people are taking shelter at the Red Cross and nearby areas. Local authorities are monitoring the situation to ensure earthquake safety measures are in place.",1
2090,"🚨 Urgent Alert 🚨

🌊 Flood at Nathekhola, Bangad Kupinde Municipality-5 🌊

Stay safe everyone! A devastating flood has hit Nathekhola in Bangad Kupinde Municipality-5, Salyan. Please take necessary precautions and stay away from affected areas. Our thoughts and prayers are with the affected families. 🙏

#FloodAlert #StaySafe #Salyan #BangadKupindeMunicipality5",1
2091,"2023-06-23, A massive landslide occurred in Naktad, Shailyashikhar-9, Darchula, Sudurpashchim. According to witnesses, no casualties were reported, however, the district administration has declared a state of emergency. Rescuers are actively working to help affected people and protect against further risks.",1
2092,Did you know that 61% of pedestrian fatalities tested for alcohol were BAC (Blood Alcohol Content) positive?​ Choose…,0
2093,Iran is in a real chaos these days and bad news comes every day todays: Flood in Sistan &amp; Baluchestan And as usual… https://t.co/LJBjriY99k,0
2094,"🌊 Flood Alert 🌊

📍 Location: Hamarajur, Chhathar Rural Municipality-2
📅 Incident Date: 4/14/2019
🏞️ Province: Koshi
🏘️ District: Terhathum
🏢 Municipality: Chhathar
🌆 Ward: 2

Stay safe, everyone! Please take necessary precautions and follow the instructions of local authorities. Our thoughts are with the affected community. 🙏 #FloodAlert #StaySafe #TerhathumStrong",1
2095,"🚨 Urgent Alert 🚨

🌍 Landslide at Sanni Tribeni Rural Municipality-8 🌍

🚧 A devastating landslide occurred in Sanni Tribeni Rural Municipality-8, Kalikot District, Karnali Province on 9/21/2021. 🚧

🙏 Our thoughts and prayers go out to the affected community. Stay safe and be vigilant. 🙏

#Landslide #SanniTribeni #Kalikot #Karnali",1
2096,Mandy the cat came first while matt was still recovering from the citadel crash and before kaidan stepped down as a… https://t.co/a87MyNmsiw,0
2097,"Australia bushfires are harbinger of planet’s future, say scientists Apocalyptic scenes give glimpse of what would be normal…",0
2098,"Used to do it every storm on Rhyl prom, it was stupid then.",0
2099,Nope. She is honestly a hard worker. She just really tries to prove herself and is sometime… https://t.co/9bwcJ6qzgV,0
2100,"My favorite type of American is the one who swears they hate Trump, like so much you cant even joke about the guy w… https://t.co/jT86YUXS9E",0
2101,Odd how the BBC harps on about pandemonium in Britain when the wrong kind of history continues to be made in Europe. https://t.co/BXwQF0axnC,0
2102,So true!! Can we get them quarantined or SOMETHING? #RKelly #PeeHive #SurvivingRKelly #BlackGirlsMatter #MeToo #Advocate…,0
2103,"🚨 Urgent Alert 🚨
🌊 Flood at Golbazar Municipality-6 🌊
📅 Incident on: 2022-05-29
📍 Province: Madhesh
📍 District: Siraha
📍 Municipality: Golbazar
📍 Ward: 6

Please stay safe and take necessary precautions. Follow local authorities' instructions. #Flood #Emergency #StaySafe",1
2104,"🚨 Urgent Alert 🚨

A devastating landslide has occurred in Netrawati Dabjong Rural Municipality-1, Dhading. Please stay safe and follow the instructions of local authorities. Our thoughts are with everyone affected by this natural disaster. #Landslide #StaySafe #NetrawatiDabjong #Dhading",1
2105,"🚨 Urgent Update! 🚨

🌧️ Landslide at Majhkot, Rhishing Rural Municipality-8 🌧️

📅 Incident Date: 7/8/2021
📍 Province: Gandaki
🏞️ District: Tanahu
🏢 Municipality: Rhishing
🏘️ Ward: 8

⚠️ A devastating landslide has occurred in Majhkot, Rhishing Rural Municipality-8. Our thoughts and prayers go out to all those affected by this natural disaster. Stay safe and follow local authorities' instructions. 🙏

#Landslide #Majhkot #RhishingRuralMunicipality #Tanahu #Gandaki #StaySafe #Prayers #NaturalDisaster",1
2106,"🚨 Breaking News 🚨
An earthquake of magnitude (unknown) struck Dhaulad, Sigas Rural Municipality-2, Baitadi District, Sudurpashchim Province. Stay safe and follow official instructions. #Earthquake #Baitadi #Sudurpashchim",1
2107,I'm not so sure that burning the state to the ground is a very electable position. Starting with burning down a few… https://t.co/sCkG8EXT3x,0
2108,"Ballkid has collapsed outside of the court. Both Kavcic &amp; Clarke went over gave them drinks, checked on the welfare.…",0
2109,The time to have a referendum on whether we should have a monarchy is after the death of Queen Elizabeth. Discuss.,0
2110,"🚨 Urgent Update! 🚨
A devastating landslide has struck Siraule in Harinas Rural Municipality-4, Syangja District, Gandaki Province. Stay safe and be cautious! 🙏 #LandslideAlert #StaySafe #HarinasRuralMunicipality4 #Syangja #Gandaki",1
2111,"🔥 Forest Fire Alert! 🔥

📍 Muldol, Godawari_Lalitpur Municipality-10

📅 Incident Date: 3/12/2022

🌍 Province: Bagmati
🏞️ District: Lalitpur
🏢 Municipality: Godawari_Lalitpur
🏘️ Ward: 10

Stay safe and follow local authorities' instructions. Our thoughts are with the affected community. 🙏

#ForestFire #EmergencyAlert #StaySafe",1
2112,New World How would Enigma talking to me cause me harm? “His brain is far more powerful than ours. Enigma can…,0
2113,Hi Will their be fireworks on 25th January BBL game I hope not cause I have autism and not a fan of the loud bang,0
2114,"🌊 Flood Alert 🌊 
Stay safe, everyone! A severe flood hit Benighat Rorang Rural Municipality-3 in Dhading district, Bagmati province. Please take necessary precautions and stay away from affected areas. Our thoughts and prayers are with the residents. 🙏 #FloodAlert #StaySafe #BenighatRorang #Dhading #Bagmati",1
2115,[ARMY CHALLENGE] Name 5 BTS songs from the top of your head separately! ⚠️ Don’t forget to reply using: #BoyWithL…,0
2116,"🌊 Flood Alert 🌊

📍 Mahankal Rural Municipality-3, Lalitpur

📅 Incident Date: 7/11/2019

Stay safe everyone! Heavy flooding has been reported in Mahankal Rural Municipality-3, Lalitpur. Please take necessary precautions and follow the instructions of local authorities. Our thoughts are with the affected residents. 🙏 #FloodAlert #StaySafe #MahankalRuralMunicipality3 #Lalitpur",1
2117,Golden Retrievers are just the most beautiful dogs 🥰,0
2118,"🔥 Forest Fire Alert! 🔥

🚨 A forest fire has broken out at Pipalchour in Lungri Rural Municipality-5, Rolpa. 🌳🔥

📅 Incident Date: 4/15/2022
📍 Location: Pipalchour, Lungri Rural Municipality-5, Rolpa
🌍 Province: Lumbini

🚒 Local authorities are on the scene, working tirelessly to control the fire. Please stay away from the affected area for your safety.

ℹ️ Stay tuned for updates and follow the instructions of local authorities. Let's pray for the safety of everyone in the affected area. 🙏

#ForestFire #EmergencyAlert #StaySafe #LumbiniProvince #RolpaDistrict #PrayForSafety",1
2119,"if you get this, your army card is premium https://t.co/LAmDjmk7n7",0
2120,If Donald Trump 🍊👴 and my girl 😍👧🏼 both drowning 🌊✋🏿 and I can only save one 🤔☝🏿️ catch me at my girl funeral 💀🙏🏾 with a sm…,0
2121,Firestar and Sandstorm art I did with 's designs 'cause I'm weak for this relationship https://t.co/u56kp6fIUQ,0
2122,"🚨 Urgent Update 🚨

🌧️ A devastating landslide has occurred at Gurung Gau, Shivapuri Rural Municipality-6 in Nuwakot district, Bagmati province. Our thoughts are with the affected community during this challenging time. 🙏

#LandslideAlert #StaySafe #Nepal #Nuwakot #Shivapuri #NaturalDisaster",1
2123,"🌊 Flood Alert 🌊

📍 Banchere, Babai Rural Municipality-1, Dang, Lumbini 📍

📅 Incident Date: 7/12/2019

Stay safe and take necessary precautions! 💙

#FloodAlert #Banchere #Dang #Lumbini #StaySafe #Precautions #NaturalHazard",1
2124,my mom obsessing over hueningkai &lt;3 mostly in tagalog but watch for the screams anyways 😭 https://t.co/ZZ28CIqo45,0
2125,"🚨 Urgent Announcement 🚨

We regret to inform you that an earthquake has struck Tiwaridada, Besishahar Municipality-11. Please stay safe and follow the guidelines provided by the authorities. Our thoughts are with everyone affected by this natural disaster. 🙏🏼 #EarthquakeAlert #StaySafe #Tiwaridada #BesishaharMunicipality11",1
2126,"🚨 Urgent Update 🚨

💔 Landslide at Saipatug, Bhume Rural Municipality-2 💔

🌍 Province: Lumbini
📍 District: Rukum East
🏢 Municipality: Bhume
🏘️ Ward: 2

📅 Incident Date: 7/29/2021

🌧️ A devastating landslide has occurred in Saipatug, causing significant damage to the area. Our thoughts and prayers go out to the affected community. 🙏

🚨 Please stay safe and follow the instructions of local authorities. If you are in the vicinity, exercise extreme caution and avoid high-risk areas. 🚧

#Landslide #EmergencyAlert #StaySafe #BhumeRuralMunicipality",1
2127,"🚨 Urgent Update 🚨
A devastating landslide has occurred at Pidalna, Kanthekhola Rural Municipality-6, Baglung District, Gandaki Province. Please stay safe and follow local authorities' instructions. Our thoughts are with everyone affected by this natural disaster. #LandslideAlert #StaySafe",1
2128,"Want to listen to some clips of #TheWreckage audiobook? Three short clips now available on Soundcloud, featuring …",0
2129,"🚨 Urgent Notice 🚨

Attention residents of Bhadrapur Municipality-5 in Jhapa district! 

⚠️ Flood Alert ⚠️

A severe flood has hit Mechi Bridge today, 7/24/2019. Please take immediate precautions and stay safe. 

📍 Location: Mechi Bridge, Bhadrapur Municipality-5, Jhapa district, Koshi Province

🚧 Authorities are working to ensure your safety. Please follow their instructions and avoid unnecessary travel. Stay indoors if possible.

📢 Spread the word to your friends and family in the area. Let's support each other during this challenging time.

#FloodAlert #SafetyFirst #StaySafe #BhadrapurMunicipality #JhapaDistrict",1
2130,I’d suggest ‘Cyber Crime’ and ‘Fraud’ is now a national emergency within the UK.…,0
2131,Exactly. And seeing a runner raise and arm seems easier to react to for a hitter than listening for a loud… https://t.co/n2Fnf4oWFB,0
2132,"🚨 Urgent Alert 🚨

🌍 Earthquake at Shikhar Municipality-2 🌍

📍 Incident Date: 4/25/2015
🌐 Province: Sudurpashchim
🏔 District: Doti
🏢 Municipality: Shikhar
🏘 Ward: 2

Please stay safe and follow local authorities' instructions. Our thoughts are with everyone affected by this disaster. 🙏 #Earthquake #StaySafe #ShikharMunicipality #Doti #Nepal",1
2133,He will win by a landslide. Dems are making it too easy.,0
2134,Imagine supporting Biden Fucking Biden The little girl… https://t.co/kziJbCoZAL,0
2135,"🚨 Urgent Update 🚨

🌊 Flood at Miklajung Rural Municipality-4 🌊

📆 Incident Date: 7/12/2019
📍 Province: Koshi
🏞️ District: Panchthar
🏘️ Municipality: Miklajung
🏘️ Ward: 4

Stay safe and take necessary precautions! 🙏 #FloodAlert #StaySafe #MiklajungRuralMunicipality",1
2136,Schools should brace for five years of upheaval from a triumphant party with Gove at its heart https://t.co/dLB8aggaUW,0
2137,Happy Birthday sir 🥳🥳 You are indeed a star in the Nursing community⭐️ Keep blazing high https://t.co/iajdTlSNZw,0
2138,Israel will cause a Dust Storm in the Middle East. WW3 will be started between USA &amp; Israe… https://t.co/5aSKbol8rQ,0
2139,a fact: some ppl have G6PD and their red blood cells will explode if they inhale too much of ubat gegat scent or touch it.…,0
2140,"Given that https://t.co/pL7Hv3nvJ6 includes self-management strategies, removal access to means, social/emotional s… https://t.co/vJsTbNaJ8x",0
2141,"More devastating images have emerged showing the scale of deforestation in #WestPapua, where locals are being forced off an…",0
2142,Would you believe Putin Assad propagandists when they tell you Syria under Assad is safe flourishing secure while Syrians…,0
2143,Rengoku sets my heart ablaze😔❤️🔥 P.s. I missed this style of coloring I do so here it is c: #鬼滅の刃 https://t.co/YrUF9g68s0,0
2144,got me a really nice care package. He’s the truth!!! Thank you!!!!!,0
2145,"🚨 Urgent Announcement 🚨

We regret to inform you that Durga Bhagwati Rural Municipality-4 in Rautahat District, Madhesh Province has been hit by a devastating flood. The incident occurred on 7/14/2019. Please stay safe and take necessary precautions. Our thoughts and prayers are with the affected residents. #StaySafe #PrayForDurgaBhagwati #FloodAlert",1
2146,"🚨 ALERT 🚨 An earthquake has struck Nawadurga Rural Municipality-3 in Dadeldhura district, Sudurpashchim Province. Please stay safe and follow local authorities' instructions. #EarthquakeSafety #Nawadurga #Dadeldhura",1
2147,"🚨 Urgent Update 🚨

🌊 Flood Alert 🌊

📍 Rajapur Municipality-9, Bardiya, Lumbini

⚠️ A devastating flood has hit Rajapur Municipality-9, causing widespread damage and displacement. 

📅 Incident Date: 7/2/2018

🆘 Immediate assistance is required for the affected residents. Let's come together and extend our support during this difficult time. 

#FloodAlert #EmergencyResponse #RajapurMunicipality #Bardiya #Lumbini",1
2148,This was on 18 Jan 2014 - Then was to visit JNU to deliver a lecture. Comrades insulted h…,0
2149,"🚨 Urgent Update 🚨

🌧️ Landslide at Budhiganga Municipality-6 🏔️

Attention, everyone! We regret to inform you that a devastating landslide has occurred in Budhiganga Municipality-6, Bajura district, Sudurpashchim province. The incident took place on 10/19/2021. 

🆘 Our hearts go out to the affected residents and their families. Please stay safe and follow the instructions of local authorities. 🙏

#LandslideAlert #BudhigangaMunicipality #StaySafe",1
2150,"🚨 Urgent Alert 🚨

🌊 Flood at Beli, Dhangadhi Submetropolitan City-7 🌊

📅 Incident Date: 7/4/2020
📍 Province: Sudurpashchim
📍 District: Kailali
📍 Municipality: Dhangadhi
📍 Ward: 7

Attention everyone! We regret to inform you about the recent flood in Beli, Dhangadhi Submetropolitan City-7. Please stay safe and take necessary precautions. Our thoughts are with those affected by this natural disaster. 🙏 #StaySafe #FloodAlert",1
2151,Day by day I just seem to love Taehyung more and more. His words today really comforted me although it’s not in my country b…,0
2152,you and i collide,0
2153,There's a wonderful 360 photo view of the inside of the building for anyone who needs encouragement that…,0
2154,"2023-06-15, a landslide occurred in Rambazar, Siddhicharan Municipality-11, Okhaldhunga district, Koshi province. There were no casualties reported. However, extensive damage was caused to the area, affecting local residents. The district administration is currently trying to provide relief and rehabilitation services.",1
2155,"""If we kill Mother Earth, what have we got? Nothing."" Thousands across #Australia are calling out the prime minister for his l…",0
2156,2020-01-14 08:49 UTC: The plane with registration RA-89067 from the Russian Emergency Ministry just departed at Moscow (55.53 38.26),0
2157,"🚨 Urgent Alert 🚨

A devastating landslide has occurred in Kharegaun, Kharpunath Rural Municipality-5, Humla District. Please exercise extreme caution and stay away from the affected area. Our thoughts are with the affected community. #LandslideAlert #StaySafe #HumlaStrong",1
2158,"🚨 Urgent Update 🚨

🌊 Flood Alert 🌊

📍 Location: Arrugkhola, Mandavi Rural Municipality-4, Pyuthan, Lumbini

⚠️ A severe flood has hit the area, causing widespread damage. Please stay safe and follow local authorities' instructions.

#FloodAlert #Mandavi #Pyuthan #StaySafe",1
2159,"🚨 Urgent Alert! 🚨
🌊 Flood at Jadanga, Badimalika Municipality-4 🌊

We regret to inform you that a devastating flood has hit Jadanga in Badimalika Municipality-4, Bajura. The incident occurred on 8/10/2020, and the situation is currently critical. 

Residents are advised to take immediate precautions and stay safe. Authorities are working tirelessly to provide assistance and support to those affected. 

Please keep the people of Jadanga in your thoughts and prayers during this challenging time. 🙏

#FloodAlert #EmergencyResponse #StaySafe #Jadanga #Badimalika #Bajura",1
2160,He is speaking like terrorist. https://t.co/gAgQ8YxEPy,0
2161,Warren has sunk to the level of cynical smear tactics. She's HRC 2.0. She has killed her campaign. He…,0
2162,"On July 4th, 2023, a landslide occurred in Ramchhe, Ward 5 of Makawanpurgadhi Rural Municipality in Makwanpur district, Bagmati province. The landslide caused extensive damage to the village, leaving many affected and homeless. Firefighters, local government, and relief workers responded quickly to provide aid to those in need.",1
2163,ARMY leave this lovely lady some comments to drown out transphobes https://t.co/YxWLVw1RgG,0
2164,"I used to think the oscars were a tragedy, but now i realise it's a comedy",0
2165,"On 2023-07-15, a devastating landslide occurred in Ranikot, Putha Uttarganga Rural Municipality-4 in Rukum East, Lumbini, Nepal. Households and property remain at risk as houses and farms were buried in mud. Efforts are underway to rescue those affected by the landslide.",1
2166,"On July 5th, 2023, a landslide occurred in Myagde Rural Municipality-6 of Tanahu, Gandaki Province. Homes in Mauribazar and Turture Bazar were destroyed, and citizens are seeking immediate help and relief.",1
2167,"Nancy Pelosi is an EMBARRASSMENT Pelosi said ""whatever!"" when the host mentioned protests in Iran are against Islamic r…",0
2168,Throw some hand sanitizer at them and tell them to use that shit and to touch things minimally. Then o… https://t.co/XEAxPin7ck,0
2169,"One thing I'll say about this is, it takes years to build a good reputation and seconds to ruin it. Fans are a reflection o…",0
2170,Follow Us on Twitter Nanded Police #Follow https://t.co/bx8K3Xfv1R,0
2171,GOT YOUR GIRL ON PANIC https://t.co/CivS2qywzI,0
2172,"🚨 Urgent Alert! 🚨
Flood reported in Kalakatta, Belauri Municipality-8, Kanchanpur District, Sudurpashchim Province. Stay safe and follow local authorities' instructions. #FloodAlert #StaySafe #Kanchanpur",1
2173,"A landslide occurred in Chiureni village of Mathagadhi Rural Municipality-1, Palpa in the province of Lumbini on July 20th, 2023. The affected area is currently being monitored while relief efforts are being coordinated to help those affected by the disaster.",1
2174,"🚨 Urgent Notice 🚨

Attention everyone in Sudurpashchim Province! A landslide has occurred at Gulfa, Marma Rural Municipality-5, Darchula District. Please stay safe and avoid the affected area. Stay tuned for further updates. #LandslideAlert #StaySafe #Darchula",1
2175,9CB554FA :Battle ID I need backup! Lvl 150 Lucilius https://t.co/4GBaveaIoi,0
2176,"What if we could develop a catastrophe bond that provided global coverage,… https://t.co/lAIqSbaCwo",0
