Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured
Yes,"Heavy Rainfall at Haledi, Mahalaxmi Municipality-4",,nepal_police,Heavy Rainfall,2020-09-26,Koshi,Dhankuta,Mahalaxmi,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Yansijung, Chhathar Rural Municipality-6",,nepal_police,Heavy Rainfall,2020-09-26,Koshi,Terhathum,Chhathar,6,400000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Phakchamara, Chhathar Rural Municipality-4",,nepal_police,Heavy Rainfall,2020-09-26,Koshi,Terhathum,Chhathar,4,50000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Tikuliya, Barahathawa Municipality-16",,nepal_police,Heavy Rainfall,2020-09-26,Madhesh,Sarlahi,Barahathawa,16,60000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Ganesh Nagar, Tillotama Municipality-11",,nepal_police,Heavy Rainfall,2020-09-26,Lumbini,Rupandehi,Tillotama,11,,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Rambha Devi Toll, Devdaha Municipality-10",,nepal_police,Heavy Rainfall,2020-09-26,Lumbini,Rupandehi,Devdaha,10,,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Ranigunj, Butwal Submetropolitan City-17",,nepal_police,Heavy Rainfall,2020-09-26,Lumbini,Rupandehi,Butwal,17,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Laxminagar, Butwal Submetropolitan City-4",,nepal_police,Heavy Rainfall,2020-09-26,Lumbini,Rupandehi,Butwal,4,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Babhani, Tillotama Municipality-14",,nepal_police,Heavy Rainfall,2020-09-26,Lumbini,Rupandehi,Tillotama,14,350000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Bankroad, Biratnagar Metropolitan City-14",,nepal_police,Heavy Rainfall,2020-09-26,Koshi,Morang,Biratnagar,14,600000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Belaha, Dhankuta Municipality-9",,nepal_police,Heavy Rainfall,2020-09-26,Koshi,Dhankuta,Dhankuta,9,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Kataharebashi, Chainpur Municipality-8",,nepal_police,Heavy Rainfall,2020-09-26,Koshi,Sankhuwasabha,Chainpur,8,700000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Ratnanagar, Chandranagar Rural Municipality-1",,nepal_police,Heavy Rainfall,2020-09-26,Madhesh,Sarlahi,Chandranagar,1,100000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Surunga, Biruwa Rural Municipality-8",,nepal_police,Heavy Rainfall,2020-09-26,Gandaki,Syangja,Biruwa,8,100000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Chulachuli, Chhathar Jorpati Rural Municipality-3",,nepal_police,Heavy Rainfall,2020-09-26,Koshi,Dhankuta,Chhathar Jorpati,3,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Majung tole, Chhathar Jorpati Rural Municipality-3",,nepal_police,Heavy Rainfall,2020-09-26,Koshi,Dhankuta,Chhathar Jorpati,3,1000000,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Surungeatole, Chhathar Jorpati Rural Municipality-2",,nepal_police,Heavy Rainfall,2020-09-26,Koshi,Dhankuta,Chhathar Jorpati,2,800000,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Chhunden, Dhankuta Municipality-5",,nepal_police,Heavy Rainfall,2020-09-25,Koshi,Dhankuta,Dhankuta,5,3500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Rambazar , Mahalaxmi Municipality-5",,nepal_police,Heavy Rainfall,2020-09-25,Koshi,Dhankuta,Mahalaxmi,5,700000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Bhadiyahi, Birgunj Metropolitan City-29",,nepal_police,Heavy Rainfall,2020-09-25,Madhesh,Parsa,Birgunj,29,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Kawahijabdi, Mahagadhimai Municipality-5",,nepal_police,Heavy Rainfall,2020-09-25,Madhesh,Bara,Mahagadhimai,5,200000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Lodwa, Chandranagar Rural Municipality-6",,nepal_police,Heavy Rainfall,2020-09-25,Madhesh,Sarlahi,Chandranagar,6,100000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Khaniyapani, Sunapati Rural Municipality-5",,nepal_police,Heavy Rainfall,2020-09-25,Bagmati,Ramechhap,Sunapati,5,500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Khoplasi, Raksirang Rural Municipality-5",,nepal_police,Landslide,2020-09-25,Bagmati,Makwanpur,Raksirang,5,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Nabbe, Galyang Municipality-1",,nepal_police,Landslide,2020-09-25,Gandaki,Syangja,Galyang,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Saguni, Ramgram Municipality-16",,nepal_police,Heavy Rainfall,2020-09-25,Lumbini,Nawalparasi West,Ramgram,16,130000,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Gopigunj, Pratappur Rural Municipality-2",,nepal_police,Heavy Rainfall,2020-09-25,Lumbini,Nawalparasi West,Pratappur,2,50000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Guragai, Diprung Chuichumma Rural Municipality-1",,nepal_police,Heavy Rainfall,2020-09-25,Koshi,Khotang,Diprung Chuichumma,1,130000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Shramik Toll, Dhankuta Municipality-4",,nepal_police,Heavy Rainfall,2020-09-25,Koshi,Dhankuta,Dhankuta,4,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Behibare, Dhankuta Municipality-5",,nepal_police,Heavy Rainfall,2020-09-25,Koshi,Dhankuta,Dhankuta,5,1500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Khanar, Itahari Submetropolitan City-12",,nepal_police,Heavy Rainfall,2020-09-25,Koshi,Sunsari,Itahari,12,2850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Kolubung, Falelung Rural Municipality-2",,nepal_police,Landslide,2020-09-25,Koshi,Panchthar,Falelung,2,50000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Bakhir, Jaleswor Municipality-7",,nepal_police,Heavy Rainfall,2020-09-25,Madhesh,Mahottari,Jaleswor,7,100000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Sasaula, Ramgopalpur Municipality-7",,nepal_police,Heavy Rainfall,2020-09-25,Madhesh,Mahottari,Ramgopalpur,7,250000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Duda, Pokhara Lekhnath Metropolitan City-30",,nepal_police,Landslide,2020-09-25,Gandaki,Kaski,Pokhara Lekhnath,30,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Yes,"Heavy Rainfall at Baduliya, Lumbini Sanskritik Municipality-13",,nepal_police,Heavy Rainfall,2020-09-25,Lumbini,Rupandehi,Lumbini Sanskritik,13,50000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Heavy Rainfall at Manjhariya, Marchawari Rural Municipality-7",,nepal_police,Heavy Rainfall,2020-09-25,Lumbini,Rupandehi,Marchawari,7,210000,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Bharliya, Sammarimai Rural Municipality-5",,nepal_police,Heavy Rainfall,2020-09-25,Lumbini,Rupandehi,Sammarimai,5,10000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0
Yes,"Heavy Rainfall at Sunawal, Lumbini Sanskritik Municipality-12",,nepal_police,Heavy Rainfall,2020-09-25,Lumbini,Rupandehi,Lumbini Sanskritik,12,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Kothiyamaidan, Sitganga Municipality-12",,nepal_police,Heavy Rainfall,2020-09-25,Lumbini,Arghakhanchi,Sitganga,12,,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Piparati, Pacharauta Municipality-1",,nepal_police,Heavy Rainfall,2020-09-25,Madhesh,Bara,Pacharauta,1,280000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at Bhujeltole, Tinau Rural Municipality-2",,nepal_police,Flood,2020-09-25,Lumbini,Palpa,Tinau,2,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Gautamdada, Kaligandagi Rural Municipality-4",,nepal_police,Landslide,2020-09-24,Gandaki,Syangja,Kaligandagi,4,,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Tamadi, Waling Municipality-14",,nepal_police,Landslide,2020-09-24,Gandaki,Syangja,Waling,14,,0,0,1,1,0,0,9,5,4,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Landslide at Chailung, Dordi Rural Municipality-5",,nepal_police,Landslide,2020-09-24,Gandaki,Lamjung,Dordi,5,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Foxingcoat, Rambha Rural Municipality-2",,nepal_police,Landslide,2020-09-24,Lumbini,Palpa,Rambha,2,,0,0,2,2,0,13,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Surungadada, Rambha Rural Municipality-2",,nepal_police,Landslide,2020-09-24,Lumbini,Palpa,Rambha,2,,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Ghining Basi, Chaubise Rural Municipality-2",,nepal_police,Landslide,2020-09-24,Koshi,Dhankuta,Chaubise,2,30000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Chanuwa, Mahalaxmi Municipality-4",,nepal_police,Heavy Rainfall,2020-09-24,Koshi,Dhankuta,Mahalaxmi,4,150000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Sahapur, Haripurwa Municipality-4",,nepal_police,Heavy Rainfall,2020-09-24,Madhesh,Sarlahi,Haripurwa,4,300000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at laxmipur, Gadhimai Municipality-3",,nepal_police,Heavy Rainfall,2020-09-24,Madhesh,Rautahat,Gadhimai,3,300000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Shibanagar, Garuda Municipality-5",,nepal_police,Heavy Rainfall,2020-09-24,Madhesh,Rautahat,Garuda,5,170000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Piparpati, Pacharauta Municipality-1",,nepal_police,Heavy Rainfall,2020-09-24,Madhesh,Bara,Pacharauta,1,180000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Geja, Satyawati Rural Municipality-3",,nepal_police,Heavy Rainfall,2020-09-24,Lumbini,Gulmi,Satyawati,3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at Ranigunj, Butwal Submetropolitan City-17",,nepal_police,Flood,2020-09-24,Lumbini,Rupandehi,Butwal,17,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Hangapipal , Rampur Municipality-1",,nepal_police,Heavy Rainfall,2020-09-24,Lumbini,Palpa,Rampur,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Kose, Tinau Rural Municipality-6",,nepal_police,Heavy Rainfall,2020-09-24,Lumbini,Palpa,Tinau,6,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Kerauli, Mathagadhi Rural Municipality-4",,nepal_police,Landslide,2020-09-24,Lumbini,Palpa,Mathagadhi,4,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Khapring Khola, Pyuthan Municipality-8",,nepal_police,Landslide,2020-09-24,Lumbini,Pyuthan,Pyuthan,8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Bhujelpani, Bhumekasthan Municipality-9",,nepal_police,Heavy Rainfall,2020-09-24,Lumbini,Arghakhanchi,Bhumekasthan,9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Kiteni, Sandhikharka Municipality-7",,nepal_police,Heavy Rainfall,2020-09-24,Lumbini,Arghakhanchi,Sandhikharka,7,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Pahira, Shivaraj Municipality-1",,nepal_police,Landslide,2020-09-24,Lumbini,Kapilbastu,Shivaraj,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Tonowa, Ramgram Municipality-16",,nepal_police,Heavy Rainfall,2020-09-24,Lumbini,Nawalparasi West,Ramgram,16,60000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Dhodani, Dhankuta Municipality-9",,nepal_police,Heavy Rainfall,2020-09-24,Koshi,Dhankuta,Dhankuta,9,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Kachorva, Simraungadh Municipality-8",,nepal_police,Heavy Rainfall,2020-09-24,Madhesh,Bara,Simraungadh,8,50000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Tejapakad, Paroha Municipality-2",,nepal_police,Heavy Rainfall,2020-09-24,Madhesh,Rautahat,Paroha,2,530000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Gulariya, Pacharauta Municipality-4",,nepal_police,Heavy Rainfall,2020-09-24,Madhesh,Bara,Pacharauta,4,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Kapallote, Panauti Municipality-8",,nepal_police,Heavy Rainfall,2020-09-24,Bagmati,Kavrepalanchok,Panauti,8,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Landslide at Binayee Tribeni Rural Municipality-2,,nepal_police,Landslide,2020-09-24,Gandaki,Nawalparasi East,Binayee Tribeni,2,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,3,3,0,0
Yes,"Landslide at Tamadi, Waling Municipality-14",,nepal_police,Landslide,2020-09-24,Gandaki,Syangja,Waling,14,50000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Salemae, Bhimad Municipality-2",,nepal_police,Heavy Rainfall,2020-09-24,Gandaki,Tanahu,Bhimad,2,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Heavy Rainfall at Dharmauli, Pratappur Rural Municipality-5",,nepal_police,Heavy Rainfall,2020-09-24,Lumbini,Nawalparasi West,Pratappur,5,145000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at Bhartapur, Lumbini Sanskritik Municipality-2",,nepal_police,Flood,2020-09-24,Lumbini,Rupandehi,Lumbini Sanskritik,2,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Heavy Rainfall at Hima Rural Municipality-4,,nepal_police,Heavy Rainfall,2020-09-24,Karnali,Jumla,Hima,4,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Tamadi, Waling Municipality-14",,nepal_police,Landslide,2020-09-24,Gandaki,Syangja,Waling,14,4500000,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Limgha, Satyawati Rural Municipality-4",,nepal_police,Heavy Rainfall,2020-09-24,Lumbini,Gulmi,Satyawati,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Khaireni, Satyawati Rural Municipality-6",,nepal_police,Heavy Rainfall,2020-09-24,Lumbini,Gulmi,Satyawati,6,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Landslide at Sitganga Municipality-10,,nepal_police,Landslide,2020-09-24,Lumbini,Arghakhanchi,Sitganga,10,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Muskan Choke, Phidim Municipality-2",,nepal_police,Landslide,2020-09-23,Koshi,Panchthar,Phidim,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Salle, Dharmadevi Municipality-2",,nepal_police,Landslide,2020-09-23,Koshi,Sankhuwasabha,Dharmadevi,2,600000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Morahang, Menchayam Rural Municipality-6",,nepal_police,Heavy Rainfall,2020-09-23,Koshi,Terhathum,Menchayam,6,300000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Heavy Rainfall at Mahalaxmi Municipality-4,,nepal_police,Heavy Rainfall,2020-09-23,Koshi,Dhankuta,Mahalaxmi,4,245000,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Sirise, Mahalaxmi Municipality-9",,nepal_police,Heavy Rainfall,2020-09-23,Koshi,Dhankuta,Mahalaxmi,9,,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Landslide at Derali, Indrasarowar Rural Municipality-2",,nepal_police,Landslide,2020-09-23,Bagmati,Makwanpur,Indrasarowar,2,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0
Yes,"Landslide at Pharse, Jaljala Rural Municipality-8",,nepal_police,Landslide,2020-09-23,Gandaki,Parbat,Jaljala,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Somadi, Rainadevi Chhahara Rural Municipality-2",,nepal_police,Heavy Rainfall,2020-09-23,Lumbini,Palpa,Rainadevi Chhahara,2,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Chutreni, Airawati Rural Municipality-4",,nepal_police,Heavy Rainfall,2020-09-23,Lumbini,Pyuthan,Airawati,4,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Bagisatbise, Malarani Rural Municipality-5",,nepal_police,Landslide,2020-09-23,Lumbini,Arghakhanchi,Malarani,5,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Motipur, Pratappur Rural Municipality-6",,nepal_police,Heavy Rainfall,2020-09-23,Lumbini,Nawalparasi West,Pratappur,6,50000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at Kapildham, Banganga Municipality-7",,nepal_police,Flood,2020-09-23,Lumbini,Kapilbastu,Banganga,7,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Bhutahai, Dakneshwori Municipality-4",,nepal_police,Heavy Rainfall,2020-09-23,Madhesh,Saptari,Dakneshwori,4,100000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Mahuashpur, Kolhabi Municipality-7",,nepal_police,Heavy Rainfall,2020-09-23,Madhesh,Bara,Kolhabi,7,70000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Pangdurdol, Bagmati Rural Municipality-3",,nepal_police,Landslide,2020-09-23,Bagmati,Lalitpur,Bagmati,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Yes,Flood at Binayee Tribeni Rural Municipality-3,,nepal_police,Flood,2020-09-23,Gandaki,Nawalparasi East,Binayee Tribeni,3,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Yes,"Landslide at Baskot, Kanthekhola Rural Municipality-2",,nepal_police,Landslide,2020-09-23,Gandaki,Baglung,Kanthekhola,2,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Malung, Galyang Municipality-1",,nepal_police,Landslide,2020-09-23,Gandaki,Syangja,Galyang,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Ghurmi, Gulmidarbar Rural Municipality-2",,nepal_police,Heavy Rainfall,2020-09-23,Lumbini,Gulmi,Gulmidarbar,2,,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Tikhum, Bagnaskali Rural Municipality-4",,nepal_police,Heavy Rainfall,2020-09-23,Lumbini,Palpa,Bagnaskali,4,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Sanring, Mangsebung Rural Municipality-1",,nepal_police,Landslide,2020-09-23,Koshi,Ilam,Mangsebung,1,400000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Ratchaur, Isma Rural Municipality-2",,nepal_police,Landslide,2020-09-21,Lumbini,Gulmi,Isma,2,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Heavy Rainfall at Ramdi, Birendranagar Municipality-14",,nepal_police,Heavy Rainfall,2020-09-21,Karnali,Surkhet,Birendranagar,14,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Khalte, Arjunchaupari Rural Municipality-2",,nepal_police,Heavy Rainfall,2020-09-20,Gandaki,Syangja,Arjunchaupari,2,600000,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Simle, Musikot Municipality-1",,nepal_police,Heavy Rainfall,2020-09-19,Lumbini,Gulmi,Musikot,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Nigale, Dhankuta Municipality-1",,nepal_police,Heavy Rainfall,2020-09-18,Koshi,Dhankuta,Dhankuta,1,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Rajpur Toll, Rajpur Municipality-4",,nepal_police,Heavy Rainfall,2020-09-18,Madhesh,Rautahat,Rajpur,4,400000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Pokhariya, Paroha Municipality-2",,nepal_police,Heavy Rainfall,2020-09-18,Madhesh,Rautahat,Paroha,2,290000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Yes,"Flood at Bangepasal, Rampur Municipality-5",,nepal_police,Flood,2020-09-18,Lumbini,Palpa,Rampur,5,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Flood at Devdaha Municipality-10,,nepal_police,Flood,2020-09-18,Lumbini,Rupandehi,Devdaha,10,665000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Kajahariya, Pratappur Rural Municipality-1",,nepal_police,Heavy Rainfall,2020-09-18,Lumbini,Nawalparasi West,Pratappur,1,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Arkha, Gaumukhi Rural Municipality-2",,nepal_police,Landslide,2020-09-18,Lumbini,Pyuthan,Gaumukhi,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Heavy Rainfall at Pelekapang, Dhankuta Municipality-8",,nepal_police,Heavy Rainfall,2020-09-18,Koshi,Dhankuta,Dhankuta,8,250000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Flood at NirmalPokhari, Pokhara Lekhnath Metropolitan City-21",,nepal_police,Flood,2020-09-17,Gandaki,Kaski,Pokhara Lekhnath,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Landslide at Khanigau, Mahalaxmi Municipality-4",,nepal_police,Landslide,2020-09-16,Koshi,Dhankuta,Mahalaxmi,4,94900,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
