Verified,Title,Description,Source,Hazard,Incident on,Province,District,Municipality,Ward,Total estimated loss (NPR),Agriculture economic loss (NPR),Infrastructure economic loss (NPR),Total infrastructure destroyed,House destroyed,House affected,Total livestock destroyed,Total - People Death,Male - People Death,Female - People Death,Unknown - People Death,Disabled - People Death,Total - People Missing,Male - People Missing,Female - People Missing,Unknown - People Missing,Disabled - People Missing,Total - People Injured,Male - People Injured,Female - People Injured,Unknown - People Injured,Disabled - People Injured
Yes,Fire at Belbari Municipality-8,,other,Fire,2023-04-11,Koshi,Morang,Belbari,8,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jwala Chowk , Belbari Municipality-8",,other,Fire,2023-04-11,Koshi,Morang,Belbari,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bairiya , Thori Rural Municipality-5",,other,Fire,2023-04-11,Madhesh,Parsa,Thori,5,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chhaughare, Golbazar Municipality-13",,other,Fire,2023-04-11,Madhesh,Siraha,Golbazar,13,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Khoksi, Golbazar Municipality-13",,other,Fire,2023-04-11,Madhesh,Siraha,Golbazar,13,50000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Inaruwa , Haripur Municipality-3",,other,Fire,2023-04-11,Madhesh,Sarlahi,Haripur,3,100000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kanchira, Rupani Rural Municipality-6",,other,Fire,2023-04-11,Madhesh,Saptari,Rupani,6,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Harkapur , Gaidakot Municipality-11",,other,Fire,2023-04-11,Gandaki,Nawalparasi East,Gaidakot,11,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Faramchowk , Devchuli Municipality-17",,other,Fire,2023-04-11,Gandaki,Nawalparasi East,Devchuli,17,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Swayambhu Stupa , Kathmandu Metropolitan City-15",,other,Forest Fire,2023-04-11,Bagmati,Kathmandu,Kathmandu,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Madhunagara , Buddhabhumi Municipality-8",,other,Fire,2023-04-11,Lumbini,Kapilbastu,Buddhabhumi,8,270000,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kiling, Phaktanglung Rural Municipality-6",,other,Fire,2023-04-11,Koshi,Taplejung,Phaktanglung,6,1000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gauri , Apihimal Rural Municipality-6",,other,Fire,2023-04-11,Sudurpashchim,Darchula,Apihimal,6,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jaluke, Bhirkot Municipality-8",,other,Fire,2023-04-11,Gandaki,Syangja,Bhirkot,8,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Battar , Suryagadhi Rural Municipality-4",,nepal_police,Fire,2023-04-10,Bagmati,Nuwakot,Suryagadhi,4,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Kageshwori Manahora Municipality-9,,nepal_police,Forest Fire,2023-04-10,Bagmati,Kathmandu,Kageshwori Manahora,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Patalkot , Sanphebagar Municipality-14",,nepal_police,Fire,2023-04-10,Sudurpashchim,Achham,Sanphebagar,14,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ramdaiya, Dhanusadham Municipality-3",,nepal_police,Fire,2023-04-10,Madhesh,Dhanusa,Dhanusadham,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Inaruwa, Haripur Municipality-3",,nepal_police,Fire,2023-04-10,Madhesh,Sarlahi,Haripur,3,45000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Salempur, Haripur Municipality-3",,nepal_police,Fire,2023-04-10,Madhesh,Sarlahi,Haripur,3,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chiutaha, Jitpur Simara Submetropolitan City-17",,nepal_police,Fire,2023-04-10,Madhesh,Bara,Jitpur Simara,17,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sahani Tole, Belbari Municipality-8",,nepal_police,Fire,2023-04-10,Koshi,Morang,Belbari,8,300000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dhanjuwa Bichtole, Belbari Municipality-8",,nepal_police,Fire,2023-04-10,Koshi,Morang,Belbari,8,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Badahara , Itahari Submetropolitan City-18",,nepal_police,Fire,2023-04-10,Koshi,Sunsari,Itahari,18,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bakaspur, Rapti Sonari Rural Municipality-2",,nepal_police,Fire,2023-04-10,Lumbini,Banke,Rapti Sonari,2,4700000,0,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Badki Dubauliya , Sarawal Rural Municipality-3",,nepal_police,Fire,2023-04-10,Lumbini,Nawalparasi West,Sarawal,3,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Parseni , Barbardiya Municipality-7",,nepal_police,Fire,2023-04-10,Lumbini,Bardiya,Barbardiya,7,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pariwartan Tole, Bhaktapur Municipality-9",,nepal_police,Fire,2023-04-10,Bagmati,Bhaktapur,Bhaktapur,9,58000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
Yes,"Fire at Acharya Pokhari , Netrawati Dabjong Rural Municipality-1",,nepal_police,Fire,2023-04-10,Bagmati,Dhading,Netrawati Dabjong,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ramjanaki Tole, Bhimdatta Municipality-15",,nepal_police,Fire,2023-04-10,Sudurpashchim,Kanchanpur,Bhimdatta,15,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Kamalbazar Municipality-7,,nepal_police,Fire,2023-04-10,Sudurpashchim,Achham,Kamalbazar,7,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Shuklaphanta National Park National Park-99,,nepal_police,Fire,2023-04-10,Sudurpashchim,Kanchanpur,Shuklaphanta National Park,99,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ghod Daudiya, Rapti Sonari Rural Municipality-2",,nepal_police,Fire,2023-04-10,Lumbini,Banke,Rapti Sonari,2,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Ghorahi Submetropolitan City-5,,nepal_police,Forest Fire,2023-04-10,Lumbini,Dang,Ghorahi,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nayabasti, Pyuthan Municipality-7",,nepal_police,Fire,2023-04-10,Lumbini,Pyuthan,Pyuthan,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nangrange, Rautamai Rural Municipality-7",,nepal_police,Fire,2023-04-10,Koshi,Udayapur,Rautamai,7,600000,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Shivuwa , Phidim Municipality-11",,nepal_police,Fire,2023-04-10,Koshi,Panchthar,Phidim,11,60000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Hanggum Khop, Phidim Municipality-11",,nepal_police,Fire,2023-04-10,Koshi,Panchthar,Phidim,11,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Barbote, Illam Municipality-12",,nepal_police,Fire,2023-04-10,Koshi,Ilam,Illam,12,743000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sikti Chowk , Belbari Municipality-8",,nepal_police,Fire,2023-04-10,Koshi,Morang,Belbari,8,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nepal Chowk, Belbari Municipality-8",,nepal_police,Fire,2023-04-10,Koshi,Morang,Belbari,8,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chuhade , Phidim Municipality-11",,nepal_police,Fire,2023-04-10,Koshi,Panchthar,Phidim,11,360000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Rupani Rural Municipality-6,,nepal_police,Fire,2023-04-10,Madhesh,Saptari,Rupani,6,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Rupani Rural Municipality-6,,nepal_police,Fire,2023-04-10,Madhesh,Saptari,Rupani,6,500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Dhanusadham Municipality-3,,nepal_police,Forest Fire,2023-04-10,Madhesh,Dhanusa,Dhanusadham,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Haripur Municipality-3,,nepal_police,Fire,2023-04-10,Madhesh,Sarlahi,Haripur,3,100000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Dipahi , Brindaban Municipality-6",,nepal_police,Fire,2023-04-10,Madhesh,Rautahat,Brindaban,6,58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bindha , Janakpur Submetropolitan City-23",,nepal_police,Fire,2023-04-10,Madhesh,Dhanusa,Janakpur,23,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Keshar Kuti , Dhanusadham Municipality-3",,nepal_police,Fire,2023-04-10,Madhesh,Dhanusa,Dhanusadham,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jigdiya Tole , Brindaban Municipality-6",,nepal_police,Fire,2023-04-10,Madhesh,Rautahat,Brindaban,6,334000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Golbazar Municipality-13,,nepal_police,Fire,2023-04-10,Madhesh,Siraha,Golbazar,13,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhalaidanda, Brindaban Municipality-6",,nepal_police,Fire,2023-04-10,Madhesh,Rautahat,Brindaban,6,100000,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Tungrang , Dharche Rural Municipality-5",,nepal_police,Fire,2023-04-10,Gandaki,Gorkha,Dharche,5,1850000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Ladkapur , Waling Municipality-14",,nepal_police,Forest Fire,2023-04-10,Gandaki,Syangja,Waling,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chhampi, Konjyosom Rural Municipality-4",,nepal_police,Fire,2023-04-10,Bagmati,Lalitpur,Konjyosom,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Hattiban , Kageshwori Manahora Municipality-9",,nepal_police,Forest Fire,2023-04-10,Bagmati,Kathmandu,Kageshwori Manahora,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Piparahi , Rupani Rural Municipality-6",,nepal_police,Fire,2023-04-10,Madhesh,Saptari,Rupani,6,1000000,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Rajipur , Gauriganga Municipality-9",,nepal_police,Fire,2023-04-10,Sudurpashchim,Kailali,Gauriganga,9,900000,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gopka , Lamkichuha Municipality-10",,nepal_police,Fire,2023-04-10,Sudurpashchim,Kailali,Lamkichuha,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Thulapokhara, Bhumekasthan Municipality-7",,nepal_police,Fire,2023-04-10,Lumbini,Arghakhanchi,Bhumekasthan,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jaubari , Ghorahi Submetropolitan City-5",,nepal_police,Fire,2023-04-10,Lumbini,Dang,Ghorahi,5,350000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Dandagaau, Pyuthan Municipality-7",,nepal_police,Forest Fire,2023-04-10,Lumbini,Pyuthan,Pyuthan,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Ghatan, Raghuganga Rural Municipality-8",,nepal_police,Forest Fire,2023-04-10,Gandaki,Myagdi,Raghuganga,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tinpatan , Rhishing Rural Municipality-1",,nepal_police,Fire,2023-04-10,Gandaki,Tanahu,Rhishing,1,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Ratital , Hupsekot Rural Municipality-4",,nepal_police,Fire,2023-04-10,Gandaki,Nawalparasi East,Hupsekot,4,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Thulo Majhau, Golbazar Municipality-13",,nepal_police,Fire,2023-04-10,Madhesh,Siraha,Golbazar,13,339000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Lalbitiya, Golbazar Municipality-13",,other,Fire,2023-04-10,Madhesh,Siraha,Golbazar,13,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Turture , Rhishing Rural Municipality-1",,nepal_police,Fire,2023-04-09,Gandaki,Tanahu,Rhishing,1,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Aadarsha Tole , Rupani Rural Municipality-6",,nepal_police,Fire,2023-04-09,Madhesh,Saptari,Rupani,6,1200000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Khoriya, Belbari Municipality-8",,nepal_police,Fire,2023-04-09,Koshi,Morang,Belbari,8,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kotbet, Sharada Municipality-9",,nepal_police,Fire,2023-04-09,Karnali,Salyan,Sharada,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at salempur, Kabilasi Municipality-10",,nepal_police,Fire,2023-04-09,Madhesh,Sarlahi,Kabilasi,10,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Bhasanthali , Kageshwori Manahora Municipality-9",,nepal_police,Forest Fire,2023-04-09,Bagmati,Kathmandu,Kageshwori Manahora,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Bansbari , Kageshwori Manahora Municipality-9",,nepal_police,Forest Fire,2023-04-09,Bagmati,Kathmandu,Kageshwori Manahora,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chhodum, Gosaikunda Rural Municipality-4",,nepal_police,Fire,2023-04-09,Bagmati,Rasuwa,Gosaikunda,4,,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Singhasani Bairiya , Jitpur Simara Submetropolitan City-17",,nepal_police,Fire,2023-04-09,Madhesh,Bara,Jitpur Simara,17,450000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pathraiya Karki Tole , Barbardiya Municipality-7",,nepal_police,Fire,2023-04-09,Lumbini,Bardiya,Barbardiya,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Thulo Ghiura, Brindaban Municipality-6",,nepal_police,Fire,2023-04-09,Madhesh,Rautahat,Brindaban,6,150000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Mansari Tole, Brindaban Municipality-6",,nepal_police,Fire,2023-04-09,Madhesh,Rautahat,Brindaban,6,400000,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tajapakad Tole , Brindaban Municipality-6",,nepal_police,Fire,2023-04-09,Madhesh,Rautahat,Brindaban,6,1935000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Jitpur Simara Submetropolitan City-17,,nepal_police,Fire,2023-04-09,Madhesh,Bara,Jitpur Simara,17,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Piple, Chainpur Municipality-11",,nepal_police,Fire,2023-04-09,Koshi,Sankhuwasabha,Chainpur,11,3500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Inaruwa Municipality-8,,nepal_police,Forest Fire,2023-04-09,Koshi,Sunsari,Inaruwa,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bhalubathan , Barhadashi Rural Municipality-7",,nepal_police,Fire,2023-04-09,Koshi,Jhapa,Barhadashi,7,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kachan , Rupani Rural Municipality-6",,nepal_police,Fire,2023-04-09,Madhesh,Saptari,Rupani,6,873000,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Thakurai Tole, Jitpur Simara Submetropolitan City-17",,nepal_police,Fire,2023-04-09,Madhesh,Bara,Jitpur Simara,17,40200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Manpur Tole, Brindaban Municipality-6",,nepal_police,Fire,2023-04-09,Madhesh,Rautahat,Brindaban,6,9500000,0,0,13,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Thunderbolt at Bhumiraj, Surnaya Rural Municipality-5",,nepal_police,Thunderbolt,2023-04-09,Sudurpashchim,Baitadi,Surnaya,5,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Yes,"Fire at Airchhena , Apihimal Rural Municipality-6",,nepal_police,Fire,2023-04-09,Sudurpashchim,Darchula,Apihimal,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Aamdanda, Bhumekasthan Municipality-7",,nepal_police,Fire,2023-04-09,Lumbini,Arghakhanchi,Bhumekasthan,7,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Deller, Tillotama Municipality-14",,nepal_police,Fire,2023-04-09,Lumbini,Rupandehi,Tillotama,14,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Amaltari, Kawasoti Municipality-17",,nepal_police,Animal Incidents,2023-04-09,Gandaki,Nawalparasi East,Kawasoti,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Bholan Danda , Lalbandi Municipality-15",,nepal_police,Fire,2023-04-09,Madhesh,Sarlahi,Lalbandi,15,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Sarswati , Makawanpurgadhi Rural Municipality-5",,nepal_police,Fire,2023-04-09,Bagmati,Makwanpur,Makawanpurgadhi,5,900000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Nayagaau, Resunga Municipality-14",,nepal_police,Fire,2023-04-08,Lumbini,Gulmi,Resunga,14,400000,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Deurali , Inaruwa Municipality-8",,nepal_police,Fire,2023-04-08,Koshi,Sunsari,Inaruwa,8,400000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Bela, Janakpur Submetropolitan City-23",,nepal_police,Fire,2023-04-08,Madhesh,Dhanusa,Janakpur,23,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Saagbute, Katari Municipality-12",,nepal_police,Fire,2023-04-08,Koshi,Udayapur,Katari,12,350000,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Balthali, Panauti Municipality-11",,nepal_police,Fire,2023-04-08,Bagmati,Kavrepalanchok,Panauti,11,300000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tower Chowk, Sonama Rural Municipality-1",,nepal_police,Fire,2023-04-08,Madhesh,Mahottari,Sonama,1,640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Motipur, Brindaban Municipality-6",,nepal_police,Fire,2023-04-08,Madhesh,Rautahat,Brindaban,6,1250000,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Khairba, Haripur Municipality-3",,nepal_police,Fire,2023-04-08,Madhesh,Sarlahi,Haripur,3,1350000,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jorpol, Barhadashi Rural Municipality-7",,nepal_police,Fire,2023-04-08,Koshi,Jhapa,Barhadashi,7,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jaruwa , Rautamai Rural Municipality-7",,nepal_police,Fire,2023-04-08,Koshi,Udayapur,Rautamai,7,276000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Chhapagau, Dhorpatan Municipality-4",,nepal_police,Fire,2023-04-08,Gandaki,Baglung,Dhorpatan,4,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Mohariya, Pokhara Lekhnath Metropolitan City-31",,nepal_police,Fire,2023-04-08,Gandaki,Kaski,Pokhara Lekhnath,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
Yes,"Fire at Gadhikuti , Janakpur Submetropolitan City-19",,nepal_police,Fire,2023-04-08,Madhesh,Dhanusa,Janakpur,19,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pripatole , Brindaban Municipality-6",,nepal_police,Fire,2023-04-08,Madhesh,Rautahat,Brindaban,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Yes,"Fire at Shivatole , Thori Rural Municipality-5",,nepal_police,Fire,2023-04-08,Madhesh,Parsa,Thori,5,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Baluwa, Golbazar Municipality-13",,nepal_police,Fire,2023-04-08,Madhesh,Siraha,Golbazar,13,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Tarkari Bazar, Aurahi Municipality-2",,nepal_police,Fire,2023-04-08,Madhesh,Mahottari,Aurahi,2,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Kharbasti , Pyuthan Municipality-7",,nepal_police,Fire,2023-04-08,Lumbini,Pyuthan,Pyuthan,7,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Animal Incidents at Baniyabhar , Barbardiya Municipality-7",,nepal_police,Animal Incidents,2023-04-08,Lumbini,Bardiya,Barbardiya,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Yes,"Fire at Naharpur, Butwal Submetropolitan City-11",,nepal_police,Fire,2023-04-08,Lumbini,Rupandehi,Butwal,11,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Madarsha Tole, Jitpur Simara Submetropolitan City-17",,nepal_police,Fire,2023-04-07,Madhesh,Bara,Jitpur Simara,17,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Fire at Namobuddha Municipality-7,,nepal_police,Fire,2023-04-07,Bagmati,Kavrepalanchok,Namobuddha,7,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Majhuwa , Bhaktapur Municipality-9",,nepal_police,Fire,2023-04-07,Bagmati,Bhaktapur,Bhaktapur,9,155000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Jamuwa, Inaruwa Municipality-8",,nepal_police,Fire,2023-04-07,Koshi,Sunsari,Inaruwa,8,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Pragati Tole, Barhadashi Rural Municipality-7",,nepal_police,Fire,2023-04-07,Koshi,Jhapa,Barhadashi,7,4595000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Fire at Gopal Dada, Barhadashi Rural Municipality-7",,nepal_police,Fire,2023-04-07,Koshi,Jhapa,Barhadashi,7,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,"Forest Fire at Madhavpur, Molung Rural Municipality-1",,nepal_police,Forest Fire,2023-04-07,Koshi,Okhaldhunga,Molung,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,Forest Fire at Dhankuta Municipality-2,,nepal_police,Forest Fire,2023-04-07,Koshi,Dhankuta,Dhankuta,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
